'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'26,'Text 151,"'Army 150,000",'230,'35.66894531
'26,'Text 152,"'(incl 17,100 conscripts, 9,150 women) regt normally bn size 1 Land Comd HQ",'231,'46.67968750
'26,'List 3,"",'232,'87.69531250
'26,'Text 153 - Part of List 3,"'5 Regional, 4 Task Force HQ",'233,'70.26367188
'26,'Text 154 - Part of List 3,"'2 armd bde (each 2 armd, 2 armd inf, 1 SP arty, 1 engr regt)",'234,'91.60156250
'26,'Text 155 - Part of List 3,"'2 mech inf bde (each 1 armd, 1 armd inf, 1 APC inf, 1 SP arty, 1 engr regt)",'235,'85.44921875
'26,'Text 156 - Part of List 3,"'2 It armd bde (each 2 armd cav, 2 APC inf, 1 arty, 1 engr regt)",'236,'89.79492188
'26,'Text 157 - Part of List 3,"'1 mtn inf bde with 1 armd cav, 3 APC inf, 1 arty, 1 engr bde)",'237,'89.79492188
'26,'Text 158 - Part of List 3,"'1 AB bde with 1 armd cav, 4 para inf, 1 arty, 1 engr, 1 spt regt",'238,'79.83398438
'26,'Text 159 - Part of List 3,"'1 air mobile bde with 3 cbt hel, 1 spt hel regt",'239,'69.77539063
'26,'Text 160 - Part of List 3,"'1 arty bde with 2 MLRS, 3 Roland SAM, 1 HAWK SAM regt",'240,'86.08398438
'26,'Text 161 - Part of List 3,"'1 arty, 1 engr, 1 sigs, 1 Int and EW bde",'241,'58.78906250
'26,'Text 162 - Part of List 3,"'1 Fr/Ge bde (2,500): Fr units incl 1 armd cav, 1 APC inf regt",'242,'91.60156250
'26,'Section header 35,"'Total Armed Forces",'243,'58.78906250
'26,'Section header 36,"'FOREIGN LEGION (8,000)",'244,'77.92968750
'26,'Text 163,"'ACTIVE 273,740",'245,'35.71777344
'26,'Text 164,"'1 armd, 1 para, 6 inf, 2 engr regt (incl in units listed above)",'246,'93.75000000
'26,'Section header 37,"'MARINES (14,700)",'247,'53.61328125
'26,'Text 165,"'(incl conscripts, mainly overseas enlisted) 11 regt in Fr (incl in units listed above), 10 regt overseas",'248,'90.33203125
'26,'Section header 38,"'SPECIAL OPERATIONS FORCES",'249,'82.17773438
'26,'Text 166,"'1 para regt, 1 hel units, 3 trg centre",'250,'88.47656250
'26,'Section header 39,"'RESERVES",'251,'61.76757813
'26,'Text 167,"'Territorial def forces: 75 coy (all arms), 14 coy (engr, spt)",'252,'71.28906250
'26,'Text 168,"'MBT 809 (CFE: 1,151): 498 AMX-30B2, 311 Leclerc RECCE 337 AMX-10RC, 192 ERC-90F4 Sagaie, 1,019 VBL M-11 AIFV 599 AMX-10P/PC APC 3,900 VAB (incl variants) TOTAL ARTY 794 TOWED 155mm: 97 TR-F-1 SP 155mm: 273 AU-F-1 MRL 227mm: 61 MLRS MOR 120mm: 363 RT-F1 ATGW 700 Eryx, 1,348 Milan, HOT (incl 135 VAB SP) RL 84mm: AT-4; 89mm: 9,850; 112mm: 9,690 APILAS AD GUNS 20mm: 328 53T2 SAM 26 HAWK, 98 Roland I/II, 331 Mistral SURV RASIT-B/-E (veh, arty), RATAC (veh, arty) AC 2 Cessna Caravan II, 5 PC-6, 8 TBM-700 HELICOPTERS 410 ATTACK 262: 77 SA-341F, 155 SA-342M, 30 SA- 342AATCP RECCE 4 AS-532 Horizon SPT 144: 24 AS-532, 120 SA-330 UAV 6 CL-289 (AN/USD-502), 2 Crecerelle",'253,'76.12304688
'26,'Section header 40,"'EQUIPMENT",'254,'38.40332031
'26,'Text 169,"'Navy 45,600 (incl 1,700 Marines, 6,800 Naval Aviation, 3,310 women, 1,000 conscripts)",'255,'27.05078125
'27,'Title 8,"'54NATO and Non-NATO Europe",'256,'41.01562500
'27,'Table 20,"",'257,'33.81347656
'28,'Text 170,"'NATO and Non-NATO Europe 55",'258,'36.69433594
'28,'Text 171,"'Xingu 7 Rallye 880* 8 CAP-10 6 Falcon 10",'259,'49.12109375
'28,'Text 172,"'MER 2 Falcon 50 MER",'260,'33.59375000
'28,'Section header 41,"'HELICOPTERS",'261,'33.27636719
'28,'Text 173,"'16 Lynx plus 16 in store 13 AS-565MA plus 2 in store ASM Exocet AM-39 AAM Mica, AS 30 Laser",'262,'34.10644531
'28,'Figure 9,"",'263,'63.76953125
'28,'Section header 42,"'MISSILES",'264,'28.66210938
'28,'Text 174,"'MARINES (1,700)",'265,'31.78710938
'28,'Text 175,"'COMMANDO UNITS (400) 4 aslt gp 1 attack swimmer unit FUSILIERS-MARIN (1,700) 14 naval-base protection gp PUBLIC SERVICE FORCE naval personnel perform- ing general coast guard, fishery protection, SAR, anti- pollution and traffic surv duties: 1 Albatross, 1 Sterne, 1 Grebe, 3 Flamant PCC; ac 4 N-262 hel 4 SA-365 (ships incl in naval patrol and coastal totals). Comd exercised through Maritime Préfectures (Premar): Manche (Cherbourg), Atlantique (Brest), Méditerranée (Toulon)",'266,'34.20410156
'28,'Section header 43,"'Air Force 63,000",'267,'43.40820313
'28,'Text 176,"'(incl 6,300 women, 1,050 conscripts and strategic nuc forces, excl 5,600 civilians) Flying hours 180",'268,'48.63281250
'28,'Text 177,"'AIR SIGNALS AND GROUND ENVIRONMENT COM- MAND",'269,'37.52441406
'28,'Text 178,"'CONTROL automatic STRIDA II, 6 radar stations, 1 sqn with 4 E3F SAM 11 sqn (1 trg) with Crotale, Aspic, SATCP and AA gun bty (20mm)",'270,'49.90234375
'28,'Text 179,"'FTR 6 sqn with Mirage 2000C/B/5F FGA 6 sqn 3 with Mirage 2000D 1 with Jaguar A 2 with Mirage F1-CT RECCE 2 sqn with Mirage F1-CR TRG 2 OCU sqn 1 with Mirage F1-C/B 1 with Mirage 2000/BC EW 1 sqn with C-160 ELINT/ESM",'271,'45.14160156
'28,'Text 180,"'AIR COMBAT COMMAND",'272,'34.54589844
'28,'Text 181,"'TPT 14 sqn 1 hy with DC-8F, A310-300 6 tac with C-160/-160NG, C-130H 7 It tpt/trg/SAR/misc with C-160, DHC-6, CN235, Falcon 20, Falcon 50, Falcon 900, TBM-700, N-262, AS-555 EW 1 sqn with DC-8 ELINT HEL 5 sqn with AS-332, SA-330, AS-555, AS-355, SA-319 TRG 1 OCU with C-160, N-262, 1 OCU with SA-319, AS-555, SA-330",'273,'54.58984375
'28,'List 4,"",'274,'46.67968750
'28,'Text 182 - Part of List 4,"'473 cbt ac, no armed hel",'275,'99.98770142
'28,'Text 183 - Part of List 4,"'AC 352 Mirage (10 F-1B (OCU), 23 F-1C (OCU plus 6",'276,'99.97245789
'28,'Text 184 - Part of List 4,"'in Djibouti), 40 F1-CR (recce), 40 F1-CT (FGA), 5",'277,'99.98161316
'28,'Text 185 - Part of List 4,"'MIVP (recce), 114 -M-2000B/C/5F (64- (ftr), 30",'278,'99.98328400
'28,'Text 186 - Part of List 4,"'5F (upgraded C), 20 (OCU)), -M-2000N",'279,'99.96211243
'28,'Text 187 - Part of List 4,"'(strike, FGA), 60 -M-2000D) 22 Jaguar (FGA)",'280,'95.55125427
'28,'Text 188 - Part of List 4,"'(plus 98 in store)",'281,'56.11733627
'28,'Text 189 - Part of List 4,"'99* Alpha Jet (trg, plus 29 in",'282,'88.88851166
'28,'Text 190 - Part of List 4,"'store)",'283,'99.94002533
'28,'Text 191 - Part of List 4,"'4",'284,'81.39659882
'28,'Text 192 - Part of List 4,"'E-3F",'285,'98.01203918
'28,'Text 193 - Part of List 4,"'(AEW)",'286,'99.50064087
'28,'Text 194 - Part of List 4,"'8F (tpt)",'287,'33.54859543
'28,'Text 195 - Part of List 4,"'1 DC-8E",'288,'26.19709396
'28,'Text 196 - Part of List 4,"'(tpt)",'289,'99.88070679
'28,'Text 197 - Part of List 4,"'900 (VIP))",'290,'55.91110611
'28,'Text 198 - Part of List 4,"'EMB-121 (trg)",'291,'93.02443695
'28,'Text 199 - Part of List 4,"'(trg)",'292,'99.98081207
'28,'Text 200 - Part of List 4,"'2",'293,'82.78988647
'28,'Text 201 - Part of List 4,"'A",'294,'96.36832428
'28,'Text 202 - Part of List 4,"'310-300",'295,'99.81238556
'28,'Text 203 - Part of List 4,"'(tpt)",'296,'99.96614075
'28,'Text 204 - Part of List 4,"'DC-",'297,'99.69370270
'28,'Text 205 - Part of List 4,"'(tpt)) 11 C-135FR (tkr) 77 C-160 (13 -AG, 60",'298,'43.29532623
'28,'Text 206 - Part of List 4,"'NG (tpt/14 tkr) 4-H) 3 KC-135",'299,'33.55532837
'28,'Text 207 - Part of List 4,"'14 CN-235M",'300,'85.34133911
'28,'Text 208 - Part of List 4,"'17 TBM-700 (tpt)",'301,'61.91224289
'28,'Text 209 - Part of List 4,"'32",'302,'99.89318085
'28,'Text 210 - Part of List 4,"'92 TB-30 (trg plus 50 in store)",'303,'89.47650146
'28,'Text 211 - Part of List 4,"'CAP-10/20/231 (trg) 48 EMB-312 (trg) 2 CR-100",'304,'86.21672058
'28,'Text 212 - Part of List 4,"'HEL 3 SA-319 (Alouette III) 29 SA-330 (26 tpt, SAR, 3 OCU) (Puma) 7 AS-332 (tpt/VIP) (Super Puma) 3 AS-532 (tpt) (Cougar) 4 AS-355 (Ecureuil) 43 AS-555 (34 tpt, 9 OCU) (Fennec)",'305,'40.06347656
'28,'Text 213 - Part of List 4,"'UAV 4 Hunter",'306,'34.15527344
'28,'Text 214 - Part of List 4,"'2",'307,'88.95571136
'28,'Text 215 - Part of List 4,"'14 C-130 (5 -H (tpt), 9 -H-30",'308,'94.65367126
'28,'Text 216 - Part of List 4,"'19 N-262 17 Falcon (7 -20), 4 -50 (VIP), 2 -",'309,'75.78845978
'28,'Text 217 - Part of List 4,"'6 DHC-6 (tpt)",'310,'85.57729340
'28,'Text 218 - Part of List 4,"'9",'311,'99.48398590
'28,'Text 219,"'GERMANY 2,700: incl elm Eurocorps ANTILLES (HQ Fort de France): 3,800: 3 mne inf regt (incl 2 SMA), 1 mne inf bn, 1 air tpt unit ac 2 C-160 hel 2 SA-330, 2 AS-555, 1 FFG (1 AS-365 hel), 2 PCI, 1 LSM, 1 spt Gendarmerie 860 FRENCH GUIANA (HQ Cayenne): 3,250: 2 mne inf (incl 1 SMA), 1 Foreign Legion regt, 2 PCI 1 Atlantic ac, 1 air tpt unit hel 2 SA-330, 3 AS-555 Gendarmerie 600 INDIAN OCEAN (Mayotte, La Réunion): 4,200: 2 Marine inf (incl 1 SMA) regt, 1 spt bn, 1 air tpt unit ac 2 C-160 hel 2 AS 555, 1 LSM, 1 spt Gendarmerie 850 Navy Indian Ocean Squadron, Comd ALINDIEN (HQ afloat): 1 FFG (2 AS-365 hel), 1 PCO, 2 PCI, 1 AOR (comd), reinforcement 2 FFG, 1 Atlantic ac NEW CALEDONIA (HQ Nouméa): 3,100: 1 mne inf regt; some 12 AML recce, 5 120mm mor; 1 air tpt unit, det ac 3 CN-235 hel 2 AS-555, 5 SA-330 Navy 2 FFG (2 AS-365 hel), 2 PCI, 1 LSM, 1 AGS, 1 spt ac 2 Guardian MR Gendarmerie 1,050 POLYNESIA (HQ Papeete) 3,100 (incl Centre d'Expérimentation du Pacifique): 1 mne inf regt, 1 Foreign Legion bn, 1 air tpt unit; 2 CN-235, 3 AS-332 Gendarmerie 600 Navy 1 FFG, 3 patrol combatants, 1 amph, 1 AGHS, 5 spt ac 3 Guardian MR CHAD 900: 2 inf coy, 1 AML sqn (-) ac 1 C-160, 1 C-130, 3 Mirage F1-CT, 2 Mirage F1-CR hel 3 SA-330 CÔTE D'IVOIRE 680: 1 mne inf bn (18 AML-60/-90) hel 1 AS-555",'312,'65.67382813
'28,'Text 220,"'AIR MOBILITY COMMAND (CFAP)",'313,'29.78515625
'28,'Section header 44,"'AIRTRAINING COMMAND",'314,'34.30175781
'28,'Section header 45,"'EQUIPMENT",'315,'42.16308594
'28,'Text 221,"'TRG Alpha Jet, EMB-121, TB-30, EMB-312, CAP-10/- 20/-231, CR-100, N262",'316,'47.85156250
'28,'Section header 46,"'MISSILES",'317,'44.75097656
'28,'Section header 47,"'Forces Abroad",'318,'43.87207031
'28,'Text 222,"'ASM ASMP, AS-30/-30L AAM Super 530F/D, R-550 Magic 1/II, AIM-9 Sidewinder, Mica",'319,'63.62304688
'29,'Section header 48,"'56NATO and Non-NATO Europe",'320,'50.39062500
'29,'Table 21,"",'321,'85.40039063
'29,'Text 223,"'DJIBOUTI 3,200: 2 inf coy, 2 AMX sqn, 1 engr unit; 1 sqn with ac 6 Mirage F-1C (plus 4 in store), 1 C-160 hel 2 SA-330, 1 AS-555 GABON 750: 1 mne inf bn (4 AML-60) ac 2 C-160 hel 1 AS-555, 13 AS-532 SENEGAL 1,170: 1 mne inf bn (14 AML-60/-90) ac 1 Atlantic MR, 1 C-160 tpt hel 1 SA-319",'322,'66.55273438
'29,'Section header 49,"'Total Armed Forces",'323,'61.96289063
'29,'Text 224,"'UN AND PEACEKEEPING",'324,'40.60058594
'29,'Text 225,"'ACTIVE some 308,400",'325,'49.02343750
'29,'Text 226,"'BOSNIA (SFOR 2,200 CROATIA: SFOR Air Component 11 Jaguar, 10 Mirage 2000C/D, 1 E-3F, 1 KC-135, 1 N-262 DROC (MONUC): 6 incl 1 obs EGYPT (MFO): 17; DHC-6 ETHIOPIA/ERITREA (UNMEE): 180 GEORGIA (UNOMIG): 3 obs IRAQ/ KUWAIT (UNIKOM): 11 obs ITALY (DELIBERATE FORGE): 6 Mirage 2000C/D,3 Jaguar LEBANON (UNIFIL): 232: elm 1 log bn MIDDLE EAST (UNTSO): 3 obs SAUDI ARABIA (Southern Watch): 170; 5 Mirage 2000C, 3 F-1CR, 1 C-135 SIERRA LEONE (UNAMSIL): 1 obs WESTERN SAHARA (MINURSO): 25 obs (Gendarmerie) YUGOSLAVIA (KFOR):5,100",'326,'89.84375000
'29,'Text 227,"'(incl 118,400 conscripts, 6,200 women) Terms of service 10 months; 12-23 months voluntary",'327,'59.91210938
'29,'Text 228,"'RESERVES 363,500 (men to age 45, officers/NCO to 60) Army 294,800 Navy 9,500 Air Force 59,200",'328,'39.79492188
'29,'Table 22,"",'329,'82.03125000
'29,'Section header 50,"'Army 211,800",'330,'41.40625000
'29,'Text 229,"'(incl 194,300 conscripts, 4,100 women)",'331,'71.92382813
'29,'Text 230,"'ARMY FORCES COMMAND",'332,'45.23925781
'29,'Text 231,"'EQUIPMENT",'333,'52.14843750
'29,'Text 232,"'1 air-mobile force comd (div HQ) with 2 AB (1 Crisis Reaction Force (CRF)), 1 cdo SF bde 1 army avn bde with 5 regt SIGINT/ELINT bde 1 spt bde",'334,'90.72265625
'29,'Section header 51,"'Paramilitary about 100,700",'335,'55.07812500
'29,'Text 233,"'ARMY SUPPORT COMMAND",'336,'41.77246094
'29,'Text 234,"'GENDARMERIE about 100,700 (incl 6,277 women, 5,350 conscripts, 1,610 civilians) Territorial 62,930 Mobile 17,025 Schools 5,440 Over- seas 3,430 Maritime, Air (personnel drawn from other dept.) 3,700 Republican Guard, Air tpt, Arsenals 4,530 Administration 3,650 Reserves 50,000 EQPT 28 VBC-90 armd cars; 155 VBRG-170 APC; 781 60mm, 81mm mor; 5 PCIs (listed under Navy), plus 34 other patrol craft and 4 AT hel 12 SA-316/ 319, 30 AS-350 B/BA",'337,'29.85839844
'29,'Text 235,"'3 log, 1 medical bde",'338,'70.75195313
'29,'Text 236,"'CORPS COMMANDS",'339,'56.20117188
'29,'Text 237,"'I Ge/NI Corps 2 MDC/armd div II Corps 2 MDC/armd div; 1 MDC/mtn div IV Corps 1 MDC/armd inf div; 1 armd inf div; 1 MDC Corps Units 2 spt bde and Ge elm of Ge/Nl Corps, 1 air mech bde (CRF), 1 ATGW hel regt",'340,'33.86230469
'29,'Text 238,"'Germany Ge",'341,'43.57910156
'29,'Text 239,"'MBT 2,521: 751 Leopard 1A1/A3/A4/A5,1,770 Leopard 2 (350 to be upgraded to A6)",'342,'72.31445313
'29,'Text 240,"'The MDC also comd and control 27 Military Region Commands (MRC). One armd div earmarked for Eurocorps, another for Allied Rapid Reaction Corps (ARRC) and one armd inf div for the Multi-National Corps North East; 7 recce bn, 7 arty regt, 7 engr bde and 7 AD regt available for cbt spt",'343,'59.57031250
'29,'Text 241,"'Military District Commands (MDC)/Divisions 6 MDC/ 1 div; 1 MDC comd and control 9 armd bde, 7 armd inf and the Ge elm of the Ge/Fr bde, 2 armd (not active), 2 armd inf (not active), 1 inf, 1 mtn bde",'344,'59.08203125
'29,'Text 242,"'Bde differ in their basic org, peacetime str, eqpt and mob capability; 4 (2 armd, 1 inf and Ge/Fr bde) are allocated to the CRF, the remainder to the Main Defence Forces (MDF)",'345,'56.78710938
'29,'Text 243,"'GERMANY 300: elm EUROCORPS SINGAPORE AIR FORCE 200; 18 TA-4SU Skyhawks (Cazaux AFB)",'346,'88.37890625
'29,'Text 244,"'Foreign Forces",'347,'48.33984375
'29,'Text 245,"'RECCE 523: 409 SPz-2 Luchs, 114 TPz-1 Fuchs (NBC)",'348,'73.33984375
'29,'Text 246,"'AIFV 2,110 Marder A2/A3, 133 Wiesel (with 20mm gun)",'349,'80.07812500
'29,'Text 247,"'APC 807 TPz-1 Fuchs (incl variants), 1,803 M-113 (incl 286 arty obs and other variants), 56 APCV-2",'350,'82.37304688
'29,'Text 248,"'TOTAL ARTY 2,073",'351,'58.05664063
'29,'Text 249,"'TOWED 350: 105mm: 17 Geb H, 138 M-101;",'352,'75.58593750
'30,'Text 250,"'NATO and Non-NATO Europe 57",'353,'25.63476563
'30,'Table 23,"",'354,'26.39160156
'30,'Table 24,"",'355,'40.16113281
'30,'Text 251,"'Air Force 70,550",'356,'99.97137451
'30,'Text 252,"'(incl 18,950 conscripts, 1,400 women)",'357,'99.97740173
'30,'Text 253,"'Flying hours 150",'358,'99.99111938
'30,'Text 254,"'AIR FORCE COMMAND",'359,'99.96511841
'30,'Text 255,"'2 air comds (North and South), 4 air div",'360,'99.99514771
'30,'Text 256,"'FGA 5 wg with 10 sqn Tornado; 1 wg operates ECR",'361,'99.98696899
'30,'Text 257,"'Tornado in SEAD role",'362,'99.94296265
'30,'Text 258,"'FTR 4 wg (with 7 sqn F-4F; 1 sqn MiG-29)",'363,'99.99481201
'30,'Text 259,"'RECCE 1 wg with 2 sqn Tornado",'364,'99.98893738
'30,'Text 260,"'SAM 6 mixed wg (each 1 gp Patriot (6 sqn) plus 1 gp",'365,'99.96851349
'30,'Text 261,"'Hawk (4 sqn plus 2 reserve sqn)); 14 sqn Roland",'366,'99.98114777
'30,'Text 262,"'RADAR 2 tac Air Control regts, 8 sites; 11 remote radar",'367,'99.98310852
'30,'Text 263,"'posts",'368,'99.98391724
'30,'Text 264,"'TRANSPORT COMMAND (GAFTC)",'369,'99.97667694
'30,'Text 265,"'TPT 3 wg, 4 sqn with Transall C-160 (incl 1 OCU), 4 sqn",'370,'99.96484375
'30,'Text 266,"'(incl 1 OCU) with Bell UH-1D, 1 special air mission",'371,'99.98600769
'30,'Text 267,"'wg with Airbus A-310, CL-601, L-410S (VIP), 3 AS-",'372,'99.99179840
'30,'Text 268,"'532U2 (VIP)",'373,'99.95265961
'30,'Text 269,"'TRAINING",'374,'99.92644501
'30,'Text 270,"'FGA OCU with 27 Tornado",'375,'99.88260651
'30,'Text 271,"'FTR OCU with 23 F-4F",'376,'99.96096802
'31,'Section header 52,"'58NATO and Non-NATO Europe",'377,'43.67675781
'31,'Text 272,"'NATO joint jet pilot trg (Sheppard AFB, TX) with 35 T- 37B, 40 T-38A; primary trg sqn with Beech Bonanza (Goodyear AFB, AZ), GAF Air Defence School (Fort Bliss TX)",'378,'75.14648438
'31,'Text 273,"'tac airlift wg; 1 air base wg, 54 F-16C/D, 12 A-10, 6 OA- 10, 16 C-130E, 9 C-9A, 9 C-21, 2 C-20, 1 CT-43",'379,'76.07421875
'31,'Section header 53,"'EQUIPMENT",'380,'31.68945313
'31,'Text 274,"'Greece Gr",'381,'41.11328125
'31,'Table 25,"",'382,'33.05664063
'31,'Table 26,"",'383,'86.91406250
'31,'Section header 54,"'Forces Abroad",'384,'51.17187500
'31,'Text 275,"'FRANCE: 300; elm Eurocorps POLAND: E70; elm Corps HQ (multinational) 3 MPA in ELMAS/Sardinia US: Army trg area with 35 Leopard 2 MBT, 26 Marder AIFV, 12 M-109A3G 155mm SP arty Air Force 812 flying trg at Goodyear, Sheppard, Holloman AFBs, NAS Pensacola, Fort Rucker with 35 T-37, 40 T-38, 23 F- 4F; 27 Tornado, msl trg at Fort Bliss",'385,'80.61523438
'31,'Text 276,"'a Excl £350-400,000 Albanians working in Gr in 1999",'386,'57.17773438
'31,'Section header 55,"'Total Armed Forces",'387,'52.92968750
'31,'Text 277,"'ACTIVE 159,170 (incl 98,321 conscripts, 5,520 women) Terms of service Army up to 18 months Navy up to 21 months Air Force up to 21 months",'388,'89.89257813
'31,'Text 278,"'UN AND PEACEKEEPING BOSNIA (SFOR II): 1,900; 34 SPz-2 Luchs recce, 32 TPz- 1 Fuchs APC, hel 4 CH-53, 4 UH-1D EAST TIMOR (UNTAET): 4 GEORGIA (UNOMIG): 11 obs IRAQ/ KUWAIT (UNIKOM): 11 ITALY (SFOR II/KFOR): 200 Air Force, 3 Tornado recce YUGOSLAVIA (KFOR): 5,100; 63 Leopard 2 MBT, 31 Marder AIFV, 25 SPz-2 Luchs recce, 51 TPz-1 Fuchs APC, 6 Wiesel TOW ATGW; 3 CH- 53, 8 UH-1D hel",'389,'90.57617188
'31,'Text 279,"'RESERVES some 291,000 (to age 50) Army some 235,000 (Field Army 200,000, Territorial Army/National Guard 35,000) Navy about 24,000 Air Force about 32,000",'390,'85.74218750
'31,'Text 280,"'Army110,000 (incl 81,000 conscripts, 2,700 women)",'391,'28.02734375
'31,'Text 281,"'FIELD ARMY",'392,'48.04687500
'31,'Text 282,"'3 Mil Regions 1 Army, 2 comd, 5 corps HQ (incl 1 RRF) 5 div HQ (1 armd, 3 mech, 1 inf) 5 inf div (3 inf, 1 arty regt, 1 armd bn) 5 indep armd bde (each 2 armd, 1 mech inf, 1 SP arty bn) 7 mech bde (2 mech, 1 armd, 1 SP arty bn) 5 inf bde 1 army avn bde with 5 avn bn (incl 1 ATK, 1 tpt hel) 1 indep avn coy Special Forces: 1 marine bde (3 bn), 1 special ops comd, 1 cdo bde 4 recce bn 5 fd arty bn 10 AD arty bn 2 SAM bn with IHAWK Units are manned at 3 different levels Cat A 85% fully ready Cat B 60% ready in 24 hours Cat C 20% ready in 48 hours",'393,'85.40039063
'31,'Section header 56,"'Foreign Forces",'394,'51.17187500
'31,'Text 283,"'RESERVES 34,000",'395,'59.57031250
'31,'Text 284,"'NATO HQ Allied Rapid Reaction Corps (ARRC), HQ Allied Air Forces North (AIRNORTH), HQ Joint Command Centre (JCCENT), HQ Multi-National Division (Central) (MND(C)), Airborne Early Warning Force: 17 E-3A Sentry, 2 Boeing-707 (trg) BELGIUM 2,000: 1 mech inf bde(-) FRANCE 2,700: incl elm Eurocorps NETHERLANDS 2,600: Army 2,300: 1 It bde Air Force 300 UK 17,100: Army 17,100: 1 corps HQ (multinational), 1 armd div US 58,080: Army 42,300: 1 army HQ, 1 corps HQ; 1 armd (-), 1 mech inf div (-) Navy 300 USMC 380 Air Force 15,100: HQ USAFE, (HQ 17th Air Force), 1 tac ftr wg with 4 sqn FGA/ftr, 1 cbt spt wg, 1 air-control wg, 1",'396,'56.59179688
'32,'Table 27,"",'397,'31.73828125
'32,'Text 285,"'NATO and Non-NATO Europe 59",'398,'99.98416901
'32,'Text 286,"'2 Makedonia (ex-US Knox) (US lease) with Harpoon SSM (from ASROC launcher), 1 X 127mm gun, 4 ASTT, 8 ASROC SUGW PATROL AND COASTAL COMBATANTS 40 CORVETTES 5 Niki (ex-Ge Thetis) FS with 4 ASW RL, 4 X 533mm TT MISSILE CRAFT 17 11 Laskos (Fr La Combattante II, III, IIIB) PFM, all with 2 X 533mm TT; 8 with 4 MM-38 Exocet SSM, 5 with 6 Penguin SSM 4 Votis (Fr La Combattante IIA) PFM 2 with 4 MM-38 Exocet SSM, 2 with Harpoon SSM 2 Stamou with 4 SS-12 SSM TORPEDO CRAFT 8 4 Hesperos (Ge Jaguar) PFT with 4533mm TT 4 Andromeda (No Nasty) PFT with 4533mm TT PATROL CRAFT 10 OFFSHORE 4 2 Armatolos (Dk Osprey) PCO, 2 Pirpolitis PCO COASTAL/INSHORE 6 2 Tolmi PCC, 4 PCI< MINE WARFARE 14 MINELAYERS 2 Aktion (US LSM-1) (100-130 mines) MINE COUNTERMEASURES 12 2 MHC (UK Hunt) 8 Alkyon (US MSC-294) MSC 2 Atalanti (US Adjutant) MSC AMPHIBIOUS 7 5 Chios LST with hel deck: capacity 300 tps, 4 LCVP plus veh 2 Inouse (US County) LST: capacity 400 tps, 18 tk Plus about 61 craft: 2 LCT, 6 LCU, 11 LCM, some 31 LCVP, 7 LCA, 4 Zubr ACV SUPPORT AND MISCELLANEOUS 20 2 AOT, 4 AOT (small), 1 Axios (ex-Ge Lüneburg) log spt, 1 AE, 3 AGHS, 1 trg, 2 personnel tpt, 6 AWT NAVAL AVIATION (250) EQUIPMENT 18 armed hel HELICOPTERS ASW 8 AB-212, 2 SA-319, S-70B EW 2 AB-212 MISSILES AAM Penguin",'399,'44.16503906
'32,'Text 287,"'Air Force 30,170",'400,'99.98347473
'32,'Text 288,"'(incl 7,521 conscripts, 1,520 women)",'401,'99.98574066
'32,'Text 289,"'TACTICAL AIR FORCE 8 cbt wg, 1 tpt wg FGA 11 sqn 2 with A-7H, 2 with A-7E, 2 with F-16CG/DG, 2 with F-4E, 1 with F-5A/B, 2 with Mirage F-1CG FTR 6 sqn 2 with F-16 CG/DG, 2 with Mirage 2000 EG/BG, 6 surplus Fr Air Force 2000-5 used for conversion",'402,'27.83203125
'33,'Title 9,"'60NATO and Non-NATO Europe",'403,'42.72460938
'33,'Text 290,"'trg pending arrival of 10 upgraded 2000 EG, 2 with F-4E AEW 2 S100B Argus RECCE 1 sqn with RF-4E TPT 3 sqn with C-130H/B, YS-11, C-47, Do-28, Gulfstream HEL 1 sqn with AB-205A, AB-212, Bell 47G AD 1 bn with Nike Hercules SAM (36 launchers), 12 bty with Skyguard/Sparrow SAM, twin 35mm guns",'404,'58.30078125
'33,'Text 291,"'EQUIPMENT",'405,'99.98233795
'33,'Section header 57,"'Foreign Forces",'406,'43.11523438
'33,'Text 292,"'NATO HQ Joint Command South-Centre (SOUTHCENT). (COMMZ(S)): 18 spt tps from 6 countries for KFOR US 480: Navy 240; facilities at Soudha Bay Air Force 240; air base gp; facilities at Iraklion",'407,'74.70703125
'33,'Text 293,"'Hungary Hu",'408,'35.08300781
'33,'Section header 58,"'AIR TRAINING COMMAND",'409,'26.58691406
'33,'Table 28,"",'410,'89.74609375
'33,'Text 294,"'TRG 4 sqn 1 with T-41A, 1 with T-37B/C, 2 with T-2E (first of 45 T-6A in service to replace T-41 and T-37)",'411,'34.74121094
'33,'Section header 59,"'Total Armed Forces",'412,'60.59570313
