'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'8,'Text 89 - Part of List 3,"'1 Halifax with 1 CH-124A Sea King ASW (or 1 EH-101) hel (Mk 46 LWT), 2 X 2 ASTT; plus 2 4 Harpoon and 2 X 8 Sea Sparrow SAM (probably not fully operational)",'125,'92.08984375
'8,'Text 90 - Part of List 3,"'4 Iroquois (incl 2 in conversion refit to DDG) with 2 CH-124 Sea King ASW hel (Mk 46 LWT), 2 X 3 ASTT, 1 x 3 ASW mor; plus 1 X 127mm gun.",'126,'91.45507813
'8,'Text 91 - Part of List 3,"'2 Annapolis, 4 St Laurent with 1 Sea King hel, 2 X 3 ASTT, 1 X 3 ASW mor; plus 2 X 76mm gun.",'127,'80.41992188
'8,'Text 92 - Part of List 3,"'FF: 8:",'128,'46.09375000
'8,'Text 93 - Part of List 3,"'4 Improved Restigouche with 1 X 8 ASROC, 2 X 3 ASTT, 1 X 3 ASW mor.",'129,'87.89062500
'8,'Text 94 - Part of List 3,"'4 Mackenzie with 2 X 3 ASTT, 2 X 3 ASW mor, plus 4 X 76mm gun.",'130,'81.05468750
'8,'Text 95 - Part of List 3,"'Plus 1 FFH in store (harbour training).",'131,'26.22070313
'8,'Section header 14,"'PATROL AND COASTAL COMBATANTS: 12:",'132,'39.89257813
'8,'List 4,"",'133,'51.07421875
'8,'Text 96 - Part of List 4,"'6 Fundy (ex MSC) PCC (trg). 5 Porte St Jean PCC, 1 PCI (reserve trg).",'134,'51.07421875
'8,'Section header 15,"'MINE WARFARE: 2:",'135,'40.45410156
'9,'Header 8,"'NATO",'136,'63.52539063
'9,'Page number 8,"'53",'137,'90.82031250
'9,'Text 97,"'2 Anticosti MSO (converted offshore spt vessels) (reserve trg).",'138,'50.87890625
'9,'Figure 2,"",'139,'30.61523438
'9,'Section header 16,"'SUPPORT AND MISCELLANEOUS: 7:",'140,'28.58886719
'9,'Text 98,"'2 Protecteur AO with 3 Sea King, 1 Provider AO with 2 Sea King, 3 AGOR, 1 diving spt.",'141,'36.10839844
'9,'Text 99,"'DEPLOYMENT AND BASES:",'142,'99.96272278
'9,'Text 100,"'ATLANTIC: Halifax (HQ) (Maritime Commander is also COMCANLANT): 3 SS, 10 FFH, 1 FF, 2 AGOR. 2 MR sqn each with 7 CP-140, 3 ASW hel sqn with 32 CH-124 hel.",'143,'31.44531250
'9,'Text 101,"'PACIFIC: Esquimalt (HQ): 1 FFH, 7 FF, 1 AGOR, 6 PCC. 1 MR sqn with 4 CP-140.",'144,'25.19531250
'9,'Text 102,"'RESERVES: 3,600 in 24 divisions: Patrol craft, MCM, Naval Control of Shipping, augmentation of regular units.",'145,'26.97753906
'9,'Table 4,"",'146,'34.42382813
'9,'Text 103,"'CF-18: 127 -A: 88; -B: 39. CF-5: 58 -A: 26; -D: 32 (plus -A: 55, -D: 5 in store).",'147,'43.96972656
'9,'Section header 17,"'AIRCRAFT:",'148,'40.72265625
'9,'Text 104,"'CP-140: 18 (MR). CC-130E/H: 32 (tpt). CC-137: 5 (1 tpt, 4 tkr/ tpt). CC-109: 7 (tpt). CC/E-144: 16 (7 EW trg, 1 trials, 4 VIP, 4 tpt). CC-138: 8 (SAR/tpt). CC-115: 14 (SAR/tpt). CT-133: 60 (36 trg, 24 liaison). CT-114: 108 (trg). CT-134: 20 (trg). CC/T-142: 8 (2 tpt, 6 trg). HELICOPTERS: CH-124: 32 (ASW, afloat); plus 3 in store. CH-135: 44 (37 tac, 7 SAR/liaison). CH-136: 64 (62 tac, 2 test/trg). CH-113: 14 (SAR/tpt). CH-118: 9 (liaison). CH-139: 13 (liaison).",'149,'35.76660156
'9,'Title 4,"'FORCES ABROAD: GERMANY:",'150,'43.21289063
'9,'Text 105,"'1 mech bde gp (4,400) (assigned to CENTAG); 77 Leopard 1 MBT, 32 M-109 155mm SP how, 48 TOW ATGW, 1 attack hel sqn with 12 CH-136. 1 air div: (2,600). 2 FGA sqn with 45 CF-18, 4 CT-133 liaison ac. NORWAY: prepositioned TLE: 6 arty, 14 ACV. UN AND PEACE-KEEPING: AFGHANISTAN (OSGAP): I Observer. ANGOLA (UNAVEM II): Observers. CENTRAL AMERICA (ONUCA): 1 hel unit (124), 45 Observers. CYPRUS (UNFICYP): 572: 1 inf bn. EGYPT (MFO): 136. IRAQ/KUWAIT (UNIKOM): 300 engrs, 1 Observer. SYRIA/ISRAEL (UNDOF): 240 (log). OTHER MIDDLE EAST (UNTSO): 22.",'151,'56.20117188
'9,'Table 5,"",'152,'66.01562500
'9,'Text 106,"'Population: 5,081,800",'153,'46.19140625
'9,'Section header 18,"'PARAMILITARY:",'154,'38.67187500
'9,'Text 107,"'COAST GUARD: 5,700 (civilian-manned); some 89 vessels including: 1 heavy icebreaker/cable ship,7 heavy, 6 medium and 5 light icebreakers; 14 large SAR cutters/tenders; plus 2 DHC-7R ac, 37 hel, 5 hovercraft.",'155,'55.56640625
'10,'Page number 9,"'54",'156,'90.23437500
'10,'Header 9,"'NATO",'157,'63.08593750
'10,'Table 6,"",'158,'62.89062500
'10,'Section header 19,"'TOTAL ARMED FORCES:",'159,'38.03710938
'10,'Text 108,"'ACTIVE: 29,400 (10,300 conscripts, 1,000 women). Terms of service: 9-12 months (up to 27 months in certain ranks).",'160,'80.37109375
'10,'Text 109,"'RESERVES: 72,700: Army 54,000; Navy 5,900; Air Force 12,800. Home Guard (Hjemmevaernet) (volunteers to age 50): Army 55,000; Naval 5,000; Air Force 10,000.",'161,'73.92578125
'10,'Text 110,"'ARMY: some 17,900 (9,100 conscripts):",'162,'38.52539063
'10,'Table 7,"",'163,'31.56738281
'10,'Section header 20,"'NAVY: 5,000 (600 conscripts).",'164,'32.17773438
'10,'Text 111,"'BASES: Copenhagen, Korsor, Frederikshavn. SUBMARINES: 4:",'165,'52.73437500
'10,'List 5,"",'166,'62.06054688
'10,'Text 112 - Part of List 5,"'2 Tumleren (mod No Kobben) SSC with Sw FFV Type 61 HWT.",'167,'63.62304688
'10,'Text 113 - Part of List 5,"'2 Narhvalen, SSC with FFV Type 61 and 41 HWT",'168,'48.82812500
'10,'Text 114,"'FRIGATES: 3:",'169,'38.11035156
'10,'Section header 21,"'OFFSHORE: 5:",'170,'38.76953125
'10,'Figure 3,"",'171,'26.17187500
'10,'Figure 4,"",'172,'30.15136719
'10,'Text 115,"'3 Niels Juel with 2 X 4 Harpoon SSM.",'173,'48.92578125
'10,'Text 116,"'PATROL AND COASTAL COMBATANTS: 37: MISSILE CRAFT: 10 Willemoes PFM with 2x4 Harpoon. PATROL: 27:",'174,'54.10156250
'10,'Text 117,"'1 Beskytteren, 3 Hvidbjornen, 1 Thetis PCO all with 1 Lynx hel.",'175,'72.50976563
'10,'Text 118,"'COASTAL: 7:",'176,'53.41796875
'10,'List 6,"",'177,'34.15527344
'10,'Text 119 - Part of List 6,"'4 Flyvefisken (Stanflex 300) PFC.",'178,'54.78515625
'10,'Text 120 - Part of List 6,"'3 Agdlek PCC.",'179,'59.91210938
'10,'Text 121 - Part of List 6,"'INSHORE: 15: 3 Daphné, 2 Magen, 9 Barso, 1<.",'180,'59.37500000
'10,'Section header 22,"'MINE WARFARE: 9:",'181,'44.55566406
'10,'Text 122,"'MINELAYERS: 6: 4 Falster (400 mines), 2 Lindormen (50 mines).",'182,'71.14257813
'10,'Text 123,"'MCMV: 3 Alssund (US MSC-128) MSC.",'183,'50.00000000
'10,'Section header 23,"'SUPPORT AND MISCELLANEOUS: 7:",'184,'48.33984375
'10,'Text 124,"'2 AOT (small), 4 icebreakers (civilian-manned), 1 Royal Yacht.",'185,'72.02148438
'10,'Text 125,"'HELICOPTERS: 8 Lynx (up to 4 embarked).",'186,'53.80859375
'10,'Text 126,"'COAST DEFENCE: 2 coastal fortresses; 150mm guns; 40mm AA guns. Coastal radar.",'187,'51.66015625
'10,'Text 127,"'RESERVES (Home Guard): 37 inshore patrol craft.",'188,'49.02343750
'10,'Text 128,"'AIR FORCE: 6,500 (600 conscripts). TACTICAL AIR COMMAND: FGA/FIGHTER: 5 sqn: 4 with F-16A/B; 1 with F-35 Draken. FGA/RECCE: 1 sqn with RF-35 Draken. TRANSPORT: 1 sqn with C-130H, Gulfstream III, SAAB T-17. SAR: I sqn with S-61A hel. TRAINING: 1 flying school with T-17. AD: 2 SAM bn: 8 bty with Improved HAWK. CONTROL/REPORTING GROUP: 5 radar stations. EQUIPMENT: 106 cbt ac, no armed hel. AIRCRAFT: F-16A/B: 63 (FGA/ftr). F-35: 43. 16 (FGA/ftr); RF-35: 18* (FGA/recce); TF-35: 9* (trg). C-130H: 3 (tpt). Gulfstream III: 3 (tpt). SAAB T-17: 29 (6 liaison, 23 trg). S-61: 8 (SAR). MISSILES: ASM: AGM-12 Bullpup. AAM: AIM-9 Sidewinder. SAM: 36 Improved HAWK.",'189,'39.59960938
'10,'Text 129,"'FORCES ABROAD: UN AND PEACE-KEEPING: AFGHANISTAN (OSGAP): 1 Observer. CYPRUS (UNFICYP): 1 bn: 350. INDIA/PAKISTAN (UNMOGIP): 6 Observers. IRAQ/KUWAIT (UNIKOM): 7 Observers, 25 spt personnel. MIDDLE EAST (UNTSO): 11 Observers.",'190,'72.31445313
'10,'Section header 24,"'AIR DEFENCE GROUP:",'191,'26.36718750
'10,'Section header 25,"'HELICOPTERS:",'192,'25.95214844
'11,'Header 10,"'NATO",'193,'70.65429688
'11,'Page number 10,"'55",'194,'88.91601563
'11,'Section header 26,"'FOREIGN FORCES:",'195,'43.50585938
'11,'Text 130,"'NATO: HQ Allied Forces Baltic Approaches (BALTAP).",'196,'60.83984375
'11,'Table 8,"",'197,'61.62109375
'11,'Section header 27,"'TOTAL ARMED FORCES:",'198,'72.85156250
'11,'Text 131,"'ACTIVE: some 453,100 (13,000 women, 228,800 conscripts) incl 5,700 Central Staff, 8,500 (2,200 conscripts) Service de santé, 400 Service des essences not listed below. Terms of service: 12 months (can be voluntarily extended to 16-24 months).",'199,'36.88964844
'11,'Text 132,"'RESERVES: Earmarked for mob: 419,000; Army 325,000, Navy 24,000, Air 70,000. Potential: 1,314,500; Army 915,000, Navy 220,000, Air 179,500.",'200,'71.77734375
'11,'Section header 28,"'STRATEGIC NUCLEAR FORCES:",'201,'74.90234375
'11,'Text 133,"'(18,700; some 2,800 Army, 5,000 Navy, 10,200 Air Force, 700 Gendarmerie).",'202,'94.28710938
'11,'Text 134,"'NAVY: 64 SLBM in 4 SSBN. SSBN: 4:",'203,'64.94140625
'11,'List 7,"",'204,'29.85839844
'11,'Text 135 - Part of List 7,"'1 L'Inflexible with 16 M-4/TN-70 or -71; plus SM-39 Exocet USGW.",'205,'69.77539063
'11,'Text 136 - Part of List 7,"'3 modernized Le Redoutable with 16 M-4; plus SM-39.",'206,'73.48632813
'11,'Text 137 - Part of List 7,"'Not included: 2 Le Redoutable with 16 M-20/TN-60 msl 1 (S-611) trials pending withdrawal from service Oct 1991, 1 (S-610) in long refit and conversion to M-4).",'207,'78.41796875
'11,'Section header 29,"'AIR FORCE:",'208,'44.94628906
'11,'Text 138,"'IRBM: 18 SSBS S-3D/TN-61 msl in 2 sqn. (Test centre: 4 silos.)",'209,'89.01367188
'11,'Text 139,"'BOMBERS: 2 sqn with 12 Mirage IVP (ASMP: Air-Sol, Moyenne-Porteé nuclear ASM), plus 13 in store. TRAINING: 8 Mirage IIIB, 5 Mirage IV, 1 Mystère-Falcon 20P, 2 Alpha Jet. TANKERS: 1 wing: 3 sqn with 11 C-135FR. COMMUNICATIONS: 4 C-160 ASTARTE airborne comms centres. RECCE: 2 Mirage IVA.",'210,'60.74218750
'11,'Section header 30,"''PRESTRATEGIC' NUCLEAR FORCES: (8,450).",'211,'26.58691406
'11,'Text 140,"'ARMY (6,100): 40 Pluton SSM launchers. NAVY (150): 40 Super Etendard strike ac (to get ASMP nuc ASM); plus 24 in store. AIR (2,200): 2 wing, 5 sqn: 2 with 30 Jaguar (AN-52 bombs); 3 with 45 Mirage 2000N (with ASMP). Eqpt also listed with Service sections.",'212,'46.58203125
'11,'List 8,"",'213,'33.20312500
'11,'Text 141 - Part of List 8,"'ARMY: 280,300, (6,000 women, 173,500 conscripts).",'214,'34.03320313
'11,'Text 142 - Part of List 8,"'Note: regiments are normally of bn size.",'215,'28.17382813
'11,'Text 143 - Part of List 8,"'1 army (continental ops). 2 corps (1 with 3 armd, 1 mot inf div, 1 with 2 armed, 1 mot inf div). Summary div combat units: 14 armd regt 2 armd recce regt 10 mech inf regt 9 mot inf regt 9 arty regt 6 ATK sqn. Army/corps units: 3 armd recce, 1 special ops, 1 para, 1 inf, 5 arty, 5 SSM with Pluton (each of 3 bty, 2 launchers each), 5 Roland SAM (each of 4 bty), 3 HAWK SAM regt (incl 1 trg), 3 cbt hel (each 10 SA-330, 16 SA-341/-342 ATK, 10 SA-341 gunships), 6 engr regt, 1 EW.",'216,'26.63574219
'11,'Text 144 - Part of List 8,"'Rapid Action Force (FAR: 48,000).",'217,'43.11523438
'11,'Text 145 - Part of List 8,"'1 air portable marine div: 3 inf, 2 It armd, 1 arty, 2 engr coy.",'218,'68.94531250
'11,'Text 146 - Part of List 8,"'1 para div: 6 para inf, 1 armd cavalry, 1 arty.",'219,'44.94628906
'11,'Text 147 - Part of List 8,"'1 It armd div: 2 armd cavalry, 2 APC inf, 1 arty, 1 engr regt.",'220,'62.98828125
'11,'Text 148 - Part of List 8,"'1 mtn div: 6 mtn inf, 1 It armd, 1 arty regt; 1 engr bn.",'221,'65.82031250
'11,'Text 149 - Part of List 8,"'1 air-mobile div: 1 inf regt, 3 cbt, 1 comd, 1 spt hel regt. (Total 241 hel: 84 SA-330, 90 SA-342/HOT, 67 SA-341 (30 gun, 27 recce, 10 liaison).)",'222,'68.84765625
'11,'Text 150 - Part of List 8,"'1 Franco/German bde (Fr units incl 1 It armd, 1 mech inf regt; 1 recce sqn).",'223,'55.90820313
'11,'Text 151 - Part of List 8,"'Foreign Legion (8,500):",'224,'34.15527344
'11,'Text 152 - Part of List 8,"'1 armd, 1 para, 6 inf, 1 engr regt. 12 Marine inf regt (overseas).",'225,'47.16796875
'11,'Section header 31,"'RESERVES:",'226,'53.32031250
'11,'Text 153,"'2 It armd div (based on Inf and Armd schools): each 2 tk, 2 inf, 1 arty regt.",'227,'65.23437500
'12,'Page number 11,"'56",'228,'94.48242188
'12,'Header 11,"'NATO",'229,'77.44140625
'12,'List 9,"",'230,'35.35156250
'12,'Text 154 - Part of List 9,"'1 territorial div (Rhine) (active: 1 engr regt; reserve: 5 engr, 1 AD regt, 3 inf bn).",'231,'62.50000000
'12,'Text 155 - Part of List 9,"'Individual reinforcements for 1st Army and FAR (101,000).",'232,'75.48828125
'12,'Text 156 - Part of List 9,"'3 Defence Zone, 1 indep region; 5 defence district; 7 regional defence bde (each 2 inf, 1 armd regt: AML-90, Milan, 120mm mor), 22 combined arms regt.",'233,'93.65234375
'12,'Text 157 - Part of List 9,"'1 inf div (def of Strategic Nuclear Forces);",'234,'80.51757813
'12,'Text 158 - Part of List 9,"'6 frontier inf regt.",'235,'65.38085938
'12,'Text 159 - Part of List 9,"'EQUIPMENT:",'236,'41.40625000
'12,'Text 160 - Part of List 9,"'MBT: 1,349 AMX-30 (549 -B2) (CFE 1,343).",'237,'46.87500000
'12,'Text 161 - Part of List 9,"'LIGHT TANKS: 143 AMX-13 (CFE HACV).",'238,'44.55566406
'12,'Text 162 - Part of List 9,"'RECCE: 313 AMX-10RC (CFE HACV), 192",'239,'39.89257813
'12,'Text 163 - Part of List 9,"'ERC-90F4 Sagaie (CFE HACV), 588",'240,'33.03222656
'12,'Text 164 - Part of List 9,"'AML-60/-90 (perhaps 300 in store), 55 VBL M-11.",'241,'40.03906250
'12,'Text 165 - Part of List 9,"'AIFV: 817 AMX-10P/PC.",'242,'40.20996094
'12,'Text 166 - Part of List 9,"'APC: 174 AMX-13 VTT, 3,500 VAB (CFE: 2,692).",'243,'51.26953125
'12,'Text 167 - Part of List 9,"'TOTAL ARTY: 1,403.",'244,'38.76953125
'12,'Text 168 - Part of List 9,"'TOWED ARTY: 399: 105mm: 149 HM-2 (CFE:",'245,'44.45800781
'12,'Text 169 - Part of List 9,"'130), 155mm: 206 BF-50 (40 in store), some 44 TR-F-1.",'246,'48.82812500
'12,'Text 170 - Part of List 9,"'SP ARTY: 371: 155mm: 253 AU-F-1, 118 F-3 (94 in store).",'247,'55.90820313
'12,'Text 171 - Part of List 9,"'MRL: 227mm: 11 MLRS.",'248,'50.78125000
'12,'Text 172 - Part of List 9,"'MORTARS: 120mm: 366 RT-FI, 256 M-51 (CFE: 606).",'249,'53.80859375
'12,'Text 173 - Part of List 9,"'SSM: 40 Pluton launchers.",'250,'45.50781250
'12,'Text 174 - Part of List 9,"'ATGW: 1,396 Milan, HOT (incl 135 VAB SP).",'251,'53.12500000
'12,'Text 175 - Part of List 9,"'RL: 89mm: 11,456; 112mm: APILAS.",'252,'51.66015625
'12,'Text 176 - Part of List 9,"'AD GUNS: 1,268: 20mm: 105 53T1, 775 53T2; 30mm: 362 towed, 26 AMX-13 DCA twin SP.",'253,'50.97656250
'12,'Text 177 - Part of List 9,"'SAM: 345: 69 HAWK, 181 Roland I/II, 95 Mistral.",'254,'48.33984375
'12,'Text 178 - Part of List 9,"'HELICOPTERS 704: 22 AS-532M, 141 SA-313/-318, 64 SA-316/-319, 133 SA-330, 157 SA-341F/M (24 with HOT, 67 gun-armed, 66 utility), 187 SA-342M (157 with HOT, 30 utility).",'255,'54.39453125
'12,'Text 179 - Part of List 9,"'AIRCRAFT: L-19, MH-1521, 2 Reims-Cessna 406.",'256,'46.97265625
'12,'Text 180 - Part of List 9,"'NAVY: 65,300 incl 11,000 Naval Air, 2,600 Marines (1,800 women; 19,100 conscripts).",'257,'48.04687500
'12,'Text 181 - Part of List 9,"'COMMANDS: 1 strategic sub (ALFOST), 2 home (CECLANT, CECMED), 2 overseas: Indian Ocean (ALINDIEN), Pacific Ocean (ALPACI).",'258,'50.09765625
'12,'Text 182 - Part of List 9,"'BASES: France: Cherbourg, Brest (HQ), Lorient, Toulon (HQ). Overseas: Papeete (HQ) (Tahiti); La Réunion; Nouméa (New Caledonia); Fort de France (Martinique).",'259,'46.97265625
'12,'Text 183 - Part of List 9,"'SUBMARINES: 17.",'260,'41.67480469
'12,'Text 184 - Part of List 9,"'STRATEGIC SUBMARINES: 4 SSBN (see p. 55).",'261,'45.60546875
'12,'Text 185 - Part of List 9,"'TACTICAL SUBMARINES: 13:",'262,'38.11035156
'12,'Text 186 - Part of List 9,"'SSN: 4 Rubis ASW/ASUW with F-17 HWT, SM-39 Exocet USGW.",'263,'50.58593750
'12,'Text 187 - Part of List 9,"'SS: 9:",'264,'47.55859375
'12,'Text 188 - Part of List 9,"'4 Agosta with F-17 HWT; plus Exocet USGW.",'265,'62.50000000
'12,'Text 189 - Part of List 9,"'5 Daphné, with E-15 HWT; (plus 3 in store).",'266,'32.00683594
'12,'Section header 32,"'PRINCIPAL SURFACE COMBATANTS: 41. CARRIERS: 2:",'267,'35.76660156
'12,'Text 190,"'CRUISERS: 1:",'268,'37.79296875
'12,'Text 191,"'6 Alizé; 1 det with 2 Etendard IVP, 2 Super Frelon, 2 Dauphin hel, 1 Alouette hel).",'269,'61.32812500
'12,'Text 192,"'2 Clémenceau CVS, (33,300t) capacity 40 ac (typically 2 flt with 16 Super Etendard, 1 with",'270,'80.76171875
'12,'List 10,"",'271,'33.71582031
'12,'Text 193 - Part of List 10,"'DESTROYERS: 4 DDG:",'272,'41.87011719
'12,'Text 194 - Part of List 10,"'1 Jeanne d'Arc CCH (trg/ASW) with 6 MM-38 Exocet SSM, 4 X 100mm guns, capacity 8 X Lynx hel.",'273,'74.85351563
'12,'Text 195 - Part of List 10,"'2 Cassard with 1 X 1 Standard SM-1 MR; plus 8 X MM-40 Exocet, 1 X 100mm gun, 2 X ASTT, 1 SA-365 hel (ASW/OTHT).",'274,'85.05859375
'12,'Text 196 - Part of List 10,"'2 Suffren with 1 X 2 Masurca SAM; plus 1 Malafon SUGW, 4 ASTT, 4 MM-38 Exocet, 2 X 100mm guns.",'275,'82.56835938
'12,'Section header 33,"'FRIGATES: 34:",'276,'41.77246094
'12,'List 11,"",'277,'70.06835938
'12,'Text 197 - Part of List 11,"'7 Georges Leygues with 2 Lynx hel (Mk 46 LWT), 2 X ASTT; plus 5 with 8 MM-40, 2 with 4 MM-38 Exocet, all with 1 X 100mm gun.",'278,'84.03320313
'12,'Text 198 - Part of List 11,"'3 Tourville with 2 X Lynx hel, 1 Malafon SUGW, 2 X ASTT; plus 6 X MM-38 Exocet, 2 X 100mm guns.",'279,'82.91015625
'12,'Text 199 - Part of List 11,"'1 Duperré with 1 X Lynx hel, 2 X ASTT; plus 4 X MM-38, 1 X 100mm gun.",'280,'81.59179688
'12,'Text 200 - Part of List 11,"'1 Aconit with Malafon, 2 x ASTT; plus 4 MM-38 Exocet, 2 X 100mm guns.",'281,'81.93359375
'12,'Text 201 - Part of List 11,"'5 Commandant Rivière with 2 X 3 ASTT, 1 X 12 ASW mor; plus 4 with 4 X MM-38 Exocet, all with 2 X 100mm guns.",'282,'84.52148438
'12,'Text 202 - Part of List 11,"'17 D'Estienne d'Orves with 4 X ASTT, 1 X 6 ASW mor; plus 3 with 2 X MM-38, 6 with 4 X MM-40 Exocet, all with 1 X 100mm gun.",'283,'79.19921875
'12,'Section header 34,"'PATROL AND COASTAL COMBATANTS: 24: PATROL OFFSHORE: 1",'284,'48.92578125
'12,'List 12,"",'285,'41.77246094
'12,'Text 203 - Part of List 12,"'1 Albatros PCO (Public Service Force) COASTAL: 21:",'286,'66.01562500
'12,'Text 204 - Part of List 12,"'10 L'Audacieuse.",'287,'84.17968750
'12,'Text 205 - Part of List 12,"'1 Iris.",'288,'62.89062500
'12,'Text 206 - Part of List 12,"'8 Léopard PCC (trg).",'289,'77.19726563
'12,'Text 207 - Part of List 12,"'1 Sterne, 1 Grebe PCC (Public Service Force).",'290,'84.76562500
'12,'Text 208 - Part of List 12,"'INSHORE: 2 Athos PCI.",'291,'39.28222656
'12,'Section header 35,"'MINE WARFARE: 23:",'292,'37.10937500
'12,'Text 209,"'MINELAYERS: Nil, but submarines and Thetis (trials ship) have capability.",'293,'81.64062500
'12,'Section header 36,"'MINE COUNTERMEASURES: 22:",'294,'57.66601563
'12,'List 13,"",'295,'56.00585938
'12,'Text 210 - Part of List 13,"'10 Eridan tripartite MHC.",'296,'91.65039063
'12,'Text 211 - Part of List 13,"'5 Circé MHC.",'297,'90.91796875
'12,'Text 212 - Part of List 13,"'3 Ouistreham (US Aggressive) MSO.",'298,'91.89453125
'12,'Text 213 - Part of List 13,"'4 Vulcain MCM diver spt.",'299,'89.55078125
'12,'Text 214 - Part of List 13,"'AMPHIBIOUS: 9:",'300,'50.39062500
'12,'Text 215 - Part of List 13,"'1 Foudre LPD, capacity 450 tps, 30 tk, 4 Super Puma hel, 2 CDIC LCT or 10 LCM.",'301,'93.06640625
'12,'Text 216 - Part of List 13,"'2 Ouragan LPD; capacity 350 tps, 25 tk, 2 Super Frelon hel.",'302,'92.18750000
'12,'Text 217 - Part of List 13,"'1 Bougainville LSD: capacity 500 tps, 6 tk, 2 AS-332 hel: (assigned to spt DIRCEN nuclear test centre South Pacific).",'303,'91.35742188
'12,'Text 218 - Part of List 13,"'5 Champlain LSM (BATRAL): capacity 140 tps, 7 tk.",'304,'87.59765625
'12,'Text 219,"'Plus craft: 8 LCT, 26 LCM.",'305,'73.33984375
'13,'Header 12,"'NATO",'306,'54.88281250
'13,'Page number 12,"'.57",'307,'79.24804688
'13,'Table 9,"",'308,'31.32324219
'13,'Figure 5,"",'309,'28.29589844
'13,'Text 220,"'Lynx: 36 (ASW). SA-321: 16 (12 ASW, 4 asit spt). SA-313: 12 (4 trg, 8 misc). SA-316/-319: 32 (10 trg, 22 misc).",'310,'37.89062500
'13,'Section header 37,"'MISSILES:",'311,'31.68945313
'13,'Figure 6,"",'312,'39.59960938
'13,'Text 221,"'ASM: AS-12/-20/-30, Martel AS-37, Exocet AM-39. AAM: R-530, R-550 Magic, AIM-9 Sidewinder.",'313,'48.24218750
'13,'Figure 7,"",'314,'35.83984375
'13,'Text 222,"'MARINES: (2,600) (Fusiliers-Marins). COMMANDO UNITS: (600).",'315,'37.84179688
'13,'Figure 8,"",'316,'42.72460938
'13,'Figure 9,"",'317,'37.67089844
'13,'List 14,"",'318,'37.84179688
'13,'Text 223 - Part of List 14,"'4 Assault gp.",'319,'43.21289063
'13,'Text 224 - Part of List 14,"'1 Attack Swimmer unit.",'320,'33.32519531
'13,'Text 225 - Part of List 14,"'1 HQ section.",'321,'45.99609375
'13,'Text 226 - Part of List 14,"'NAVAL BASE PROTECTION: (2,000).",'322,'37.84179688
'13,'Text 227,"'AIR FORCE: 92,900 (5,500 women, 34,000 conscripts), incl strategic and prestrategic forces. AIR DEFENCE COMMAND (CAFDA): FIGHTER: 4 wing, 11 sqn: 6 with Mirage F-1C; 5 with Mirage 2000C. TRAINING: 4 flt with CM-170, CONTROL: automatic STRIDA II, 10 radar stations, 1 wing with 4 E3F. SAM: 12 sqn (1 trg) with 24 Crotale bty (48 fire, 24 radar units). AA GUNS: 300 bty (20mm). TACTICAL AIR FORCE (FATAC): 6 wing, 2 sqn. FGA: 9 sqn: 3 sqn with Mirage IIIE; 2 sqn with Mirage III/Mirage VF; 4 sqn with Jaguar A. RECCE: 1 wing, 3 sqn with Mirage F-1CR. TRAINING: 1 OCU sqn with Jaguar A/E; 1 OCU sqn with F1 C/B, 1 OCU sqn with Mirage 2000/BC. (Attached to Air Transport Command - see below): EW: 2 sqn: 1 with C-160 ELINT/ESM ac, AS-330 hel; 1 with DC-8 ELINT. HELICOPTERS: 1 sqn with SE-3130, SA-316. AIR TRANSPORT COMMAND (COTAM): TRANSPORT: 19 sqn: 1 hy with DC-8F; 5 tac with C-160/-160NG/C-130H; 13 It tpt/trg/SAR with C-160, DH-6, EMB-121, Falcon 20, Falcon 50, Falcon 900, MS-760, N-262. TRAINING: 1 OCU with N-262, C-160. HELICOPTERS: 5 sqn with AS-332, AS-355, SA-313/-316/-319, SA-365. TRAINING: 1 OCU with SA-313/-316, SA-330. TRAINING COMMAND (CEAA): (5,000).",'323,'36.35253906
'13,'Text 228,"'PUBLIC SERVICE FORCE: Naval personnel, performing general coast guard, fishery, SAR and traffic surveillance duties; 1 Sterne, 1 Grebe, 1 Mercure PCC, 1 Albatros PCO, 3 N-262 ac, 3 SA-360 hel (ships included in naval patrol and coastal totals). Command exercised through ""Maritime Prefectures': No. 1 at Cherbourg, No. 2 at Brest, No. 3 at Toulon.",'324,'38.35449219
'14,'Page number 13,"'58",'325,'90.67382813
'14,'Header 13,"'NATO",'326,'37.93945313
'14,'Text 229,"'TRAINING: Alpha Jet, CAP-10B/-20, CM-170,",'327,'34.69238281
'14,'Table 10,"",'328,'32.25097656
'14,'Text 230,"'DEPLOYMENT: NAVY: Atlantic Fleet: (HQ, Brest): 4 SSBN, 7 SS, 1 CCH, 2 DDG, 12 FF, 9 MCM, 4 amph. Channel Flotilla: (HQ, Cherbourg): 3 FF, 5 MCMV. Mediterranean Fleet: (HQ, Toulon): 4 SSN, 2 SS, 2 CV, 2 DDG, 10 FF, 4 MCMV.",'329,'41.77246094
'14,'Text 231,"'FORCES ABROAD:",'330,'34.81445313
'14,'Text 232,"'GERMANY: 43,700; 1 corps HQ, 2 armd div (CFE: 530 MBT, 920 ACV, 190 arty, 120 ATGW). Berlin: (2,700); 1 armd regt, 1 inf regt.",'331,'62.35351563
