'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'8,'Text 127 - Part of List 9,"'(iii) ALLIED COMMAND CHANNEL (ACCHAN) has its headquarters at Northwood near London. The wartime role of Channel Command is to exercise control of the English Channel and the southern North Sea. Many of the smaller warships of Belgium, Britain and the Netherlands are earmarked for this Command, as are some maritime aircraft. There are arrangements for co-operation with French naval forces.",'168,'93.11523438
'8,'Section header 17,"'Policy",'169,'87.89062500
'8,'Text 128,"'The political and strategic guidance laid down in 1967 includes the concept of political warning time in a crisis and the possibility of distinguishing between an enemy's military capabilities and his political intentions. The strategic doctrine defined by the DPC in December 1967 envisaged that NATO would meet attacks on its territory with whatever force levels were appropriate. In June 1968 at the Ministerial Meeting at Reykjavik, the Council called on the countries of the Warsaw Pact to join in discussions of mutual force reductions, reciprocal and balanced in scope and timing, and repeated this invitation at their meeting in Rome in 1970.",'170,'98.04687500
'8,'Section header 18,"'BELGIUM",'171,'66.89453125
'8,'Text 129,"'Population: 9,800,000. Military service: 12 months. Total armed forces: 96,500. Estimated GNP 1970: $24.9 billion. Defence budget 1971: 29,700 million francs ($594,000,000). 50 francs = $1.",'172,'96.87500000
'8,'Text 130,"'Army: 71,500.",'173,'43.87207031
'8,'List 10,"",'174,'84.66796875
'8,'Text 131 - Part of List 10,"'2 mechanized divisions of two brigades each.",'175,'94.62890625
'8,'Text 132 - Part of List 10,"'1 paracommando regiment.",'176,'93.65234375
'8,'Text 133 - Part of List 10,"'2 SSM battalions with Honest John.",'177,'96.09375000
'8,'Text 134 - Part of List 10,"'2 SAM battalions with HAWK.",'178,'96.82617188
'8,'Text 135,"'4 squadrons with Alouette II and Do-27. 330 Leopard and 175 M-47 med tanks; 135 M-41 It tanks; M-75 and AMX-VTT APC; M-108 105mm, M-44 and M-109 155mm and M-55 203mm SP howitzers; 203mm howitzers. RESERVES: 1 mech bde and 1 motorized bde.",'179,'95.16601563
'8,'Text 136,"'Navy: 5,000.",'180,'63.33007813
'8,'List 11,"",'181,'84.76562500
'8,'Text 137 - Part of List 11,"'5 fleet minesweepers/minehunters.",'182,'91.01562500
'8,'Text 138 - Part of List 11,"'2 fleet minesweepers.",'183,'87.69531250
'8,'Text 139 - Part of List 11,"'10 coastal minesweepers/minehunters.",'184,'91.35742188
'8,'Text 140 - Part of List 11,"'10 inshore minesweepers.",'185,'35.18066406
'8,'Text 141 - Part of List 11,"'2 support ships.",'186,'87.69531250
'8,'Text 142 - Part of List 11,"'2 S-58 and 3 Alouette III helicopters. RESERVES: 3,000 trained.",'187,'90.77148438
'9,'Page number 8,"'15",'188,'37.57324219
'9,'Text 143,"'Air Force: 20,000; 175 combat aircraft.",'189,'80.32226563
'9,'List 12,"",'190,'90.13671875
'9,'Text 144 - Part of List 12,"'2 fighter-bomber squadrons with F-104G.",'191,'97.26562500
'9,'Text 145 - Part of List 12,"'2 fighter-bomber squadrons with F-84F.",'192,'96.38671875
'9,'Text 146 - Part of List 12,"'2 AWX squadrons with F-104G.",'193,'95.11718750
'9,'Text 147 - Part of List 12,"'1 reconnaissance squadron with RF-84F.",'194,'61.42578125
'9,'Text 148 - Part of List 12,"'(The F-84F and RF-84F are being replaced by Mirage-VB.)",'195,'96.19140625
'9,'Text 149 - Part of List 12,"'(A combat squadron has 18-25 aircraft.)",'196,'87.25585938
'9,'Text 150 - Part of List 12,"'33 C-119 and 18 C-47, Pembroke and DC-6 tpts.",'197,'95.21484375
'9,'Text 151 - Part of List 12,"'11 HSS-1 helicopters.",'198,'82.95898438
'9,'Text 152 - Part of List 12,"'8 SAM squadrons with Nike-Hercules.",'199,'95.26367188
'9,'Text 153,"'Para-Military Forces: 13,500 Gendarmerie.",'200,'79.83398438
'9,'Section header 19,"'BRITAIN",'201,'68.60351563
'9,'Text 154,"'Population: 56,000,000. Voluntary military service. Total armed forces: 380,900 (including 16,300 en- listed outside Britain). Estimated GNP 1970: $121 billion. Defence budget 1971/72: £2,545 million ($6,108 million). £1 = $2.40.",'202,'83.30078125
'9,'Section header 20,"'Strategic Forces",'203,'43.21289063
'9,'Text 155,"'4 SSBN each with 16 Polaris A-3 missiles.",'204,'27.36816406
'9,'Text 156,"'The Ballistic Missile Early Warning System (BMEWS) station at Fylingdales provides early warning of missile threats.",'205,'55.27343750
'9,'Text 157,"'Army: 185,300 (including 14,200 enlisted outside Britain).",'206,'82.42187500
'9,'List 13,"",'207,'30.90820313
'9,'Text 158 - Part of List 13,"'12 armoured regiments.",'208,'93.35937500
'9,'Text 159 - Part of List 13,"'5 armoured car regiments.",'209,'96.53320313
'9,'Text 160 - Part of List 13,"'43 infantry battalions.",'210,'96.53320313
'9,'Text 161 - Part of List 13,"'3 parachute battalions.",'211,'97.41210938
'9,'Text 162 - Part of List 13,"'6 Gurkha battalions.",'212,'96.92382813
'9,'Text 163 - Part of List 13,"'1 special air service (SAS) regiment.",'213,'96.14257813
'9,'Text 164 - Part of List 13,"'3 regts with Honest John SSM and 203mm how- itzers.",'214,'97.26562500
'9,'Text 165 - Part of List 13,"'24 other artillery regiments.",'215,'91.25976563
'9,'Text 166 - Part of List 13,"'1 SAM regiment with Thunderbird.",'216,'93.79882813
'9,'Text 167 - Part of List 13,"'14 engineer regiments.",'217,'90.08789063
'9,'Text 168 - Part of List 13,"'59 of the above units are organized in two armoured, twelve infantry, one parachute and one Gurkha brigades.",'218,'91.16210938
'9,'Text 169 - Part of List 13,"'EQUIPMENT: 900 Chieftain and Centurion med tanks; 105mm Abbot and M-107 175mm SP guns; M-109 155mm SP howitzers: 203mm howitzers; Honest John SSM; Vigilant and Swingfire ATGW; light aircraft and 30 Scout helicopters.",'219,'89.16015625
'9,'Section header 21 - Part of List 13,"'DEPLOYMENT:",'220,'48.92578125
'9,'Text 170 - Part of List 13,"'The Strategic Reserve - includes one div of three airportable bdes and two parachute bns of the United Kingdom Mobile Force (UKMF), and the SAS regiment.",'221,'95.80078125
'9,'Text 171,"'Germany - British Army of the Rhine (BAOR), of 54,900, includes three div HQ, one mech and five armd bdes, two armd car regts, two arty bdes and the Thunderbird SAM regt. In Berlin there is one 3,000-strong brigade.",'222,'62.06054688
'9,'Text 172,"'Far East (excl Hong Kong) - By the end of 1971 the force will be reduced to one bn gp in Singa- pore, and one Gurkha bn in Brunei.",'223,'62.06054688
'9,'Text 173,"'Hong Kong - five inf bns, one arty regt.",'224,'49.70703125
'9,'Text 174,"'Persian Gulf - two inf bns and support units (until end of 1971).",'225,'57.47070313
'9,'Text 175,"'Cyprus - UNFICYP: one inf bn and one air portable recce sqn. Garrison: one inf bn and one armd car sqn.",'226,'64.40429688
'9,'Text 176,"'Malta - one inf bn and one coy gp.",'227,'54.39453125
'9,'Text 177,"'Gibraltar - one inf bn.",'228,'49.41406250
'9,'Text 178,"'The Caribbean - one coy gp and engr det.",'229,'50.87890625
'9,'Text 179,"'RESERVES: 118,200 Regular Reserves. 49,000 Volun- teer reserves.",'230,'76.12304688
'9,'List 14,"",'231,'33.64257813
'9,'Text 180 - Part of List 14,"'Navy: 84,600 (including Fleet Air Arm and Marines).",'232,'80.27343750
'9,'Text 181 - Part of List 14,"'Submarines, attack: 2 nuclear-powered (SSN) (2 more are due to enter service in 1971-72); 17 diesel-powered.",'233,'84.08203125
'9,'Text 182 - Part of List 14,"'Surface Ships",'234,'84.22851563
'9,'Text 183 - Part of List 14,"'2 aircraft carriers.",'235,'93.75000000
'9,'Text 184 - Part of List 14,"'2 commando carriers.",'236,'95.41015625
'9,'Text 185 - Part of List 14,"'2 assault ships.",'237,'95.45898438
'9,'Text 186 - Part of List 14,"'1 GM cruiser with Seacat SAMs.",'238,'95.84960938
'9,'Text 187 - Part of List 14,"'1 GM destroyer with Seadart SAM.",'239,'96.28906250
'9,'Text 188 - Part of List 14,"'6 GM destroyers with Seaslug and Seacat SAM.",'240,'96.63085938
'9,'Text 189 - Part of List 14,"'2 other destroyers.",'241,'96.19140625
'9,'Text 190 - Part of List 14,"'29 general purpose (GP) frigates.",'242,'96.24023438
'9,'Text 191 - Part of List 14,"'19 ASW frigates.",'243,'95.41015625
'9,'Text 192 - Part of List 14,"'4 AA and 3 aircraft direction frigates.",'244,'94.97070313
'9,'Text 193 - Part of List 14,"'47 MCM ships.",'245,'91.60156250
'9,'Text 194 - Part of List 14,"'Ships in reserve or undergoing refit or conversion include (in addition to the above):",'246,'90.38085938
'9,'Text 195 - Part of List 14,"'2 SSN, 9 diesel submarines, 1 commando carrier, 2 GM cruisers, 1 GM destroyer, 1 other destroyer, 6 GP frigates, 3 ASW frigates, 1 aircraft direction frigate.",'247,'90.13671875
'9,'Text 196,"'THE FLEET AIR ARM: 96 combat aircraft.",'248,'80.17578125
'9,'List 15,"",'249,'60.74218750
'9,'Text 197 - Part of List 15,"'2 strike squadrons with Buccaneer.",'250,'92.87109375
'9,'Text 198 - Part of List 15,"'2 air defence sqns with F-4K.",'251,'92.87109375
'9,'Text 199 - Part of List 15,"'4 air defence sqns with Sea Vixen.",'252,'92.38281250
'9,'Text 200 - Part of List 15,"'(a combat squadron has 12 aircraft.)",'253,'91.30859375
'9,'Text 201 - Part of List 15,"'8 helicopter sqns with Wessex.",'254,'91.06445313
'9,'Text 202 - Part of List 15,"'3 helicopter sqns with Sea King.",'255,'92.72460938
'9,'Text 203 - Part of List 15,"'3 helicopter sqns with Wasp and Whirlwind.",'256,'92.67578125
'9,'Text 204,"'THE ROYAL MARINES total about 8,000 men, and include 4 800-men Commandos.",'257,'82.76367188
'9,'Text 205,"'RESERVES (naval and marines): 24,200 regular and 7,800 volunteers.",'258,'65.77148438
'10,'Page number 9,"'16",'259,'87.79296875
'10,'Text 206,"'Air Force: 111,000; about 500 combat aircraft.",'260,'67.72460938
'10,'List 16,"",'261,'25.90332031
'10,'Text 207 - Part of List 16,"'8 medium bomber squadrons with Vulcan.",'262,'81.05468750
'10,'Text 208 - Part of List 16,"'2 light bomber squadrons with Canberra.",'263,'95.41015625
'10,'Text 209 - Part of List 16,"'3 strike squadrons with Buccaneer.",'264,'93.55468750
'10,'Text 210 - Part of List 16,"'6 strike/attack/reconnaissance squadrons with F-4M.",'265,'97.80273438
'10,'Text 211 - Part of List 16,"'1 ground-attack squadron with Hunter.",'266,'96.58203125
'10,'Text 212 - Part of List 16,"'4 close support squadrons with Harrier.",'267,'96.92382813
'10,'Text 213 - Part of List 16,"'9 air defence squadrons with Lightning.",'268,'96.82617188
'10,'Text 214 - Part of List 16,"'1 air defence squadron with F-4K.",'269,'96.63085938
'10,'Text 215 - Part of List 16,"'1 reconnaissance squadron with Victor 2.",'270,'96.04492188
'10,'Text 216 - Part of List 16,"'4 reconnaissance squadrons with Canberra.",'271,'96.48437500
'10,'Text 217 - Part of List 16,"'2 maritime patrol squadrons with Nimrod.",'272,'94.48242188
'10,'Text 218 - Part of List 16,"'6 maritime patrol squadrons with Shackleton.",'273,'94.23828125
'10,'Text 219 - Part of List 16,"'(A combat squadron has 6-12 aircraft.)",'274,'93.16406250
'10,'Text 220 - Part of List 16,"'3 tanker squadrons with Victor.",'275,'93.21289063
'10,'Text 221 - Part of List 16,"'4 strategic tpt squadrons with VC-10, Belfast and Britannia.",'276,'97.02148438
'10,'Text 222 - Part of List 16,"'8 tactical tpt sqns with Hercules and Argosy.",'277,'93.79882813
'10,'Text 223 - Part of List 16,"'2 light communication squadrons with Andover.",'278,'92.77343750
'10,'Text 224 - Part of List 16,"'7 helicopter squadrons with Wessex and Whirlwind. (SA-330 Puma are entering service.)",'279,'93.65234375
'10,'Text 225,"'There are 11 ground defence and AD squadrons of the Royal Air Force Regiment, some with Bloodhound and Tigercat SAM, and L-40/70 AA guns. (Rapier SAM are being introduced.)",'280,'93.84765625
'10,'Text 226,"'DEPLOYMENT - The Royal Air Force includes two operational home commands - Strike Command and Air Support Command, and four smaller overseas commands - RAF Germany, Near East Air Force, Air Force Gulf and Far East Air Force. Squadrons are deployed overseas as follows:",'281,'95.41015625
'10,'Text 227,"'Germany: 8,600. 4 F-4; 1 Buccaneer (a second is due to form during 1971); 2 Canberra, 2 Light- ning; 2 Harrier (a third is due to form by the end of 1971); 1 Wessex.",'282,'93.31054688
'10,'Text 228,"'Near East: (a) Cyprus - 2 Vulcan; 1 Lightning; 1 Hercules. (b) Malta - 1 Shackleton (converting to Nimrod); 1 Canberra.",'283,'85.00976563
'10,'Text 229,"'Gulf: 1 Hunter; 1 Shackleton; 1 Argosy; 1 Andover; 1 Wessex, (Until the end of 1971.)",'284,'76.61132813
'10,'Text 230,"'Far East: (a) mid-1971 - 1 Lightning 1 Shackleton; 1 Hercules; 1 Whirlwind. (b) after 1971 - some Nimrod aircraft and Whirlwind helicopters, based on Singapore.",'285,'70.16601563
'10,'Text 231,"'RESERVES: 32,800 regular; about 400 volunteer.",'286,'85.79101563
'10,'Text 232,"'CANADA",'287,'39.74609375
'10,'Text 233,"'Defence budget 1971-72: $Can1,822,500,000 ($US1,687,500,000). $Can1.08 = SUS1.*",'288,'79.29687500
'10,'Text 234,"'Population: 21,700,000. Voluntary military service. Total armed forces: 85,000. Estimated GNP 1970: $US78.2 billion.",'289,'93.21289063
'10,'Text 235,"'Army (Land)t 33,000. IN CANADA: Mobile Command.",'290,'41.01562500
'10,'List 17,"",'291,'34.15527344
'10,'Text 236 - Part of List 17,"'1 airborne regiment.",'292,'71.14257813
'10,'Text 237 - Part of List 17,"'3 combat groups each comprising:",'293,'69.18945313
'10,'Text 238 - Part of List 17,"'3 infantry battalions.",'294,'61.96289063
'10,'Text 239 - Part of List 17,"'1 reconnaissance regiment.",'295,'61.32812500
'10,'Text 240 - Part of List 17,"'1 reduced light artillery regiment (of 2 batteries). Support units.",'296,'59.47265625
'10,'Text 241 - Part of List 17,"'One group is intended for operations in Europe, while part of it, an air transportable battalion group, is assigned to Allied Command Europe (ACE) Mobile Force. The other groups con- tribute to North American ground defence, and UN commitments. IN EUROPE: One mechanized battle group of about 2,800 men, with 32 Centurion tanks, 375 M-113 APC and 18 M-109 155mm SP howitzers. IN CYPRUS (UNFICYP): 460 men.",'297,'54.58984375
'10,'Text 242,"'RESERVES: about 18,000.",'298,'80.66406250
'10,'Text 243,"'Navy (Maritime)t: 15,000.",'299,'85.54687500
'10,'List 18,"",'300,'43.31054688
'10,'Text 244 - Part of List 18,"'4 submarines.",'301,'92.43164063
'10,'Text 245 - Part of List 18,"'9 helicopter destroyer escorts.",'302,'92.57812500
'10,'Text 246 - Part of List 18,"'11 ASW destroyer escorts.",'303,'92.43164063
'10,'Text 247 - Part of List 18,"'6 coastal minesweepers.",'304,'90.13671875
'10,'Text 248 - Part of List 18,"'1 ASW hydrofoil.",'305,'91.84570313
'10,'Text 249 - Part of List 18,"'3 support ships.",'306,'80.02929688
'10,'Text 250 - Part of List 18,"'The Maritime Air Element consists of:",'307,'73.33984375
'10,'Text 251 - Part of List 18,"'4 maritime patrol squadrons with Argus.",'308,'56.49414063
'10,'Text 252 - Part of List 18,"'1 maritime patrol squadron with Tracker aircraft.",'309,'62.50000000
'10,'Text 253 - Part of List 18,"'1 ASW squadron with Sea King helicopters.",'310,'69.58007813
'10,'Text 254,"'RESERVES: about 2,900.",'311,'86.27929688
'10,'Text 255,"'Air Force (Air)t: 37,000; 162 combat aircraft. IN CANADA:",'312,'75.43945313
'10,'Text 256,"'Mobile Command:",'313,'54.39453125
'10,'List 19,"",'314,'42.62695313
'10,'Text 257 - Part of List 19,"'2 CF-5 tactical fighter squadrons.",'315,'87.01171875
'10,'Text 258 - Part of List 19,"'6 helicopter squadrons.",'316,'76.85546875
'10,'Text 259 - Part of List 19,"'Air Defence Command:",'317,'79.19921875
'10,'Text 260 - Part of List 19,"'3 interceptor squadrons with CF-101 (due to be replaced in 1971 by F-101C).",'318,'94.23828125
'10,'Text 261 - Part of List 19,"'2 SAM squadrons with Bomarc B.",'319,'89.50195313
'10,'Text 262 - Part of List 19,"'28 surveillance and control radar squadrons. (The above are assigned to NORAD.)",'320,'86.66992188
'10,'List 20,"",'321,'38.40332031
'10,'Text 263 - Part of List 20,"'* The exchange rate has been allowed to fluctuate since 1 June 1970.",'322,'60.49804688
'10,'Text 264 - Part of List 20,"'t The Canadian Armed Services have been unified since February 1968, but for purpose of comparison with other countries, are presented here in traditional form.",'323,'80.17578125
'11,'Page number 10,"'17",'324,'77.19726563
'11,'Text 265,"'1 CF-100 electronic warfare training squadron.",'325,'95.11718750
'11,'Text 266,"'Air Transport Command:",'326,'32.98339844
'11,'List 21,"",'327,'83.05664063
'11,'Text 267 - Part of List 21,"'1 sqn with Boeing 707-320C transport/tankers.",'328,'90.47851563
'11,'Text 268 - Part of List 21,"'2 sqns with C-130E Hercules.",'329,'92.82226563
'11,'Text 269 - Part of List 21,"'2 sqns with CC-115 Buffalo and CC-138 Twin Otter.",'330,'98.38867188
'11,'Text 270 - Part of List 21,"'2 sqns with Buffalo, and CH-113 Labrador helicopters.",'331,'97.55859375
'11,'Text 271 - Part of List 21,"'1 sqn with CC-106 Yukon.",'332,'80.66406250
'11,'Text 272 - Part of List 21,"'1 sqn with CC-109 Cosmopolitan and Falcon.",'333,'63.96484375
'11,'Text 273 - Part of List 21,"'IN EUROPE: 2 strike-attack and 1 reconnaissance squadrons, with CF-104.",'334,'85.54687500
'11,'Text 274 - Part of List 21,"'(A squadron has 6-18 aircraft.)",'335,'53.51562500
'11,'Text 275,"'RESERVES: 800,",'336,'60.59570313
'11,'Section header 22,"'DENMARK",'337,'40.45410156
'11,'Text 276,"'Population: 4,990,000. Military service: 12 months. Total armed forces: 40,500. Estimated GNP 1970: $16.0 billion. Defence budget 1971-72: 3,077,100,000 kroner ($410,300,000). 7.5 kroner = $1.",'338,'77.24609375
'11,'Text 277,"'Army: 24,000.",'339,'99.73102570
'11,'Text 278,"'4 armoured infantry brigades. 1 battalion group. 3 artillery battalions. Centurion med tanks; M-41 It tanks; M-113 APC; M-109 155mm SP howitzers; 203mm howitzers; Honest John SSM*; 12 Hughes 500M hel.",'340,'39.33105469
'11,'Text 279,"'RESERVES: 40,000 - 2 armd inf bdes and sup- port units to be formed from reservists within 72 hours. Local defence units form 15 inf bn gps and 15 arty btys. Volunteer Home Guard - 52,000.",'341,'67.48046875
'11,'Text 280,"'Navy: 6,500.",'342,'56.49414063
'11,'List 22,"",'343,'45.14160156
'11,'Text 281 - Part of List 22,"'6 submarines.",'344,'72.50976563
'11,'Text 282 - Part of List 22,"'2 fast frigates.",'345,'81.44531250
'11,'Text 283 - Part of List 22,"'4 helicopter frigates (fishery protection).",'346,'71.63085938
'11,'Text 284 - Part of List 22,"'4 coastal escorts.",'347,'75.68359375
'11,'Text 285 - Part of List 22,"'16 fast torpedo boats.",'348,'80.61523438
'11,'Text 286 - Part of List 22,"'16 patrol boats (7 less than 100 tons).",'349,'68.99414063
'11,'Text 287 - Part of List 22,"'4 fleet minelayers.",'350,'74.70703125
'11,'Text 288 - Part of List 22,"'3 coastal minelayers.",'351,'37.57324219
'11,'Text 289 - Part of List 22,"'8 coastal minesweepers.",'352,'78.22265625
'11,'Text 290 - Part of List 22,"'4 inshore minesweepers.",'353,'72.50976563
'11,'Text 291 - Part of List 22,"'9 seaward defence craft,",'354,'72.41210938
'11,'Text 292 - Part of List 22,"'8 Alouette III helicopters.",'355,'78.71093750
'11,'Text 293,"'Air Force: 10,000; 112 combat aircraft.",'356,'72.31445313
'11,'List 23,"",'357,'54.00390625
'11,'Text 294 - Part of List 23,"'1 fighter-bomber squadron with F-35XD Draken.",'358,'91.25976563
'11,'Text 295 - Part of List 23,"'2 fighter-bomber squadrons with F-100D/F.",'359,'86.23046875
'11,'Text 296 - Part of List 23,"'2 interceptor squadrons with F-104G.",'360,'83.88671875
'11,'Text 297 - Part of List 23,"'1 interceptor squadron with Hunter.",'361,'83.83789063
'11,'Text 298 - Part of List 23,"'1 reconnaissance squadron with RF-84F (con- verting to RF-35 Draken during 1971).",'362,'83.98437500
'11,'Text 299 - Part of List 23,"'(A combat squadron has 16 aircraft.)",'363,'62.59765625
'11,'Text 300 - Part of List 23,"'1 transport squadron with C-47 and C-54.",'364,'81.25000000
'11,'Text 301 - Part of List 23,"'1 SAR squadron with S-61 helicopters.",'365,'66.89453125
'11,'Text 302 - Part of List 23,"'4 SAM squadrons with Nike-Hercules.",'366,'86.52343750
'11,'Text 303 - Part of List 23,"'4 SAM squadrons with HAWK.",'367,'83.69140625
'11,'Text 304,"'RESERVES: 3,000. Volunteer Home Guard - 4,000 with small patrol boats.",'368,'74.60937500
'11,'Text 305,"'RESERVES: Volunteer Home Guard - 8,000.",'369,'63.96484375
'11,'Section header 23,"'FRANCE",'370,'56.59179688
'11,'Text 306,"'Population: 51,225,000. Military service: 12 months. Total armed forces: 501,500. Estimated GNP 1970: $148 billion. Defence Budget 1971: 28,873 million francs ($5,202,000,000). 5.55 francs = $1. Strategic Forces IRBM: the first 9-missile squadron is due to become operational during 1971§. SLBM: the first 16-missile SSBN is due to become operational during 1971+ Aircraft: Bombers: 36 Mirage IVA in 9 squadrons. Tankers: 9 KC-135F in 3 squadrons. Army: 329,000. M-47 and about 575 AMX-30 med tanks; AMX-13 It tanks; EBR hy and AML It armd cars; VTT-AMX APC; SP AMX 105mm guns and 155mm howitzers; 30mm twin SP AA guns; SS-11/Harpon ATGW.",'371,'25.46386719
'11,'List 24,"",'372,'33.49609375
'11,'Text 307 - Part of List 24,"'5 mechanized divisions.",'373,'88.13476563
'11,'Text 308 - Part of List 24,"'1 parachute division (2 brigades).",'374,'89.06250000
'11,'Text 309 - Part of List 24,"'1 airportable motorized brigade.",'375,'89.11132813
'11,'Text 310 - Part of List 24,"'2 Alpine brigades.",'376,'89.55078125
'11,'Text 311 - Part of List 24,"'4 armoured car regiments.",'377,'90.38085938
'11,'Text 312 - Part of List 24,"'2 motorized infantry regiments.",'378,'93.16406250
'11,'Text 313 - Part of List 24,"'1 parachute battalion.",'379,'88.03710938
'11,'Text 314 - Part of List 24,"'25 infantry battalions.",'380,'91.50390625
'11,'Text 315 - Part of List 24,"'5 SSM battalions with Honest John.t",'381,'91.89453125
'11,'Text 316 - Part of List 24,"'3 SAM regiments with HAWK.",'382,'85.88867188
'11,'Section header 24,"'DEPLOYMENT:",'383,'61.86523438
'11,'Text 317,"'Strategic Reserve: permanent element includes the para div and the air-portable bde.",'384,'91.35742188
'11,'List 25,"",'385,'43.40820313
'11,'Text 318 - Part of List 25,"'§ It became operational on 2 August 1971.",'386,'73.58398438
'11,'Text 319 - Part of List 25,"'5 SSBN are due to be built in all.",'387,'71.14257813
'11,'Text 320 - Part of List 25,"'+ The nuclear warheads held under double-key arrangements with the USA were withdrawn in 1966. The tactical nuclear SSM Pluton is due to enter service in 1973.",'388,'84.76562500
'11,'Text 321,"'* There are no nuclear warheads on Danish soil.",'389,'36.98730469
'12,'Text 322,"'18",'390,'46.77734375
'12,'Text 323,"'Germany: About 62,000 incl two mech divs; 4 SSM regts with Honest John*. About 1,700 in West Berlin.",'391,'63.33007813
'12,'Text 324,"'French Territory of the Afars and Issas: 2 battalions. Elsewhere in Africa: about 4,000 (see p. 64). Pacific Territories: 2 battalions.",'392,'45.80078125
'12,'Text 325,"'Caribbean: 1 battalion.",'393,'36.57226563
'12,'Text 326,"'The remaining troops are stationed in France for local defence (DOT). Their peacetime strength is about 61,500 men, including 35 battalions (infantry, light armour, artillery and engineer).",'394,'51.26953125
'12,'Text 327,"'RESERVES: Mobilization would bring the DOT up to a total of 80 infantry battalions, 5 armoured car regiments and support units.",'395,'70.16601563
'12,'Text 328,"'Navy: 68,500 (including Naval Air Force).",'396,'61.86523438
'12,'Text 329,"'19 attack submarines.",'397,'69.77539063
'12,'List 26,"",'398,'48.14453125
'12,'Text 330 - Part of List 26,"'2 aircraft carriers.",'399,'90.47851563
'12,'Text 331 - Part of List 26,"'1 helicopter/aircraft carrier.",'400,'97.02148438
'12,'Text 332 - Part of List 26,"'1 helicopter carrier.",'401,'96.72851563
'12,'Text 333 - Part of List 26,"'2 assault landing ships.",'402,'96.48437500
'12,'Text 334 - Part of List 26,"'1 anti-aircraft/command cruiser.",'403,'96.38671875
'12,'Text 335 - Part of List 26,"'16 destroyers (4 GM, with Tartar SAM).",'404,'95.41015625
'12,'Text 336 - Part of List 26,"'3 GM frigates with Malafon ASW missiles (2 with Masurca SAM).",'405,'97.36328125
'12,'Text 337 - Part of List 26,"'27 frigates.",'406,'96.04492188
'12,'Text 338 - Part of List 26,"'14 coastal escorts.",'407,'96.63085938
'12,'Text 339 - Part of List 26,"'14 fleet minesweepers.",'408,'96.38671875
'12,'Text 340 - Part of List 26,"'60 coastal minesweepers.",'409,'96.97265625
'12,'Text 341 - Part of List 26,"'15 inshore minesweepers.",'410,'96.43554688
'12,'Text 342 - Part of List 26,"'5 landing ships.",'411,'93.40820313
'12,'Text 343 - Part of List 26,"'12 landing craft.",'412,'93.06640625
'12,'Text 344 - Part of List 26,"'NAVAL AIR FORCE: 12,000; 200 combat aircraft.",'413,'85.93750000
'12,'Text 345 - Part of List 26,"'3 fighter-bomber sqns with Etendard IV-M.",'414,'90.72265625
'12,'Text 346 - Part of List 26,"'2 interceptor sqns with F-8F.",'415,'92.43164063
'12,'Text 347 - Part of List 26,"'3 reconnaissance sqns with Etendard IV-P.",'416,'92.18750000
'12,'Text 348 - Part of List 26,"'3 ASW sqns with Alizé.",'417,'90.08789063
'12,'Text 349 - Part of List 26,"'(All the above can be flown from aircraft carriers.)",'418,'89.20898438
'12,'Text 350 - Part of List 26,"'5 maritime recce sqns with Atlantic and P-2.",'419,'71.24023438
'12,'Text 351 - Part of List 26,"'1 ASW helicopter sqn with Super-Frelon.",'420,'89.64843750
'12,'Text 352 - Part of List 26,"'2 helicopter sqns with Alouette II|III.",'421,'90.57617188
'12,'Text 353,"'DEPLOYMENT: For naval elements overseas see p. 64.",'422,'85.64453125
'12,'Text 354,"'Air Force: 104,000; 500 combat aircraft.",'423,'49.70703125
'12,'Text 355,"'Air Defence Command (CAFDA) has:",'424,'33.88671875
'12,'List 27,"",'425,'70.65429688
'12,'Text 356 - Part of List 27,"'3 interceptor squadrons with Mirage IIIC.",'426,'62.06054688
'12,'Text 357 - Part of List 27,"'2 AWX interceptor squadrons with Vautour IIN.",'427,'59.81445313
'12,'Text 358 - Part of List 27,"'3 interceptor squadrons with Super-Mystère B2.",'428,'35.40039063
'12,'Text 359 - Part of List 27,"'(Co-ordination is by the automatic STRIDA II air defence system.)",'429,'73.73046875
'12,'List 28,"",'430,'30.66406250
'12,'Text 360 - Part of List 28,"'2nd CATAC - and includes:",'431,'80.32226563
'12,'Text 361 - Part of List 28,"'8 fighter-bomber squadrons with Mirage IIIE.",'432,'79.63867188
'12,'Text 362 - Part of List 28,"'1 fighter-bomber squadron with Mirage IIIB.",'433,'92.23632813
'12,'Text 363 - Part of List 28,"'2 fighter-bomber squadrons with F-100D.",'434,'87.40234375
'12,'Text 364 - Part of List 28,"'2 fighter-bomber squadrons with Mystère IVA.",'435,'74.02343750
'12,'Text 365 - Part of List 28,"'3 tactical recce squadrons with Mirage IIIR/RD.",'436,'72.02148438
'12,'Text 366 - Part of List 28,"'Air Transport Command (COTAM) has:",'437,'55.46875000
'12,'Text 367 - Part of List 28,"'3 tactical transport squadrons with Transall.",'438,'73.24218750
'12,'Text 368 - Part of List 28,"'4 tactical transport squadrons with Noratlas.",'439,'87.25585938
'12,'Text 369 - Part of List 28,"'1 heavy transport squadron with DC-6 and Br-765 Sahara and 2mixed transport squadrons.",'440,'82.51953125
'12,'Text 370 - Part of List 28,"'4 squadrons with H-34 and Alouette II heli- copters.",'441,'68.75000000
'12,'Text 371,"'Tactical Air Force (FATAC) has: 2 subordinate Tactical Air Commands - 1st CATAC and",'442,'91.74804688
