'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'6,'Text 173 - Part of List 9,"'3 FGA regts: 18 FGA sqns: 3 with 35 Su-7/-7U; 3 with 35 Su-20; 12 with 150 MiG-17.",'209,'66.11328125
'6,'Text 174 - Part of List 9,"'10 AD regts: 33 AD sqns with some 430 MiG-17/-21/-21U.",'210,'78.71093750
'6,'Text 175 - Part of List 9,"'6 recce sqns with 35 MiG-21RF, 5 II-28, 15 LIM-6.",'211,'85.59570313
'6,'Text 176,"'* See note on p. 18. t See note on p. 18.",'212,'42.91992188
'7,'Title 4,"'WARSAW PACT",'213,'40.45410156
'7,'Page number 6,"'21",'214,'89.16015625
'7,'List 10,"",'215,'87.15820313
'7,'Text 177 - Part of List 10,"'2 tpt regts with 9 An-2, An-12, 12 An-26, 12 II-14.",'216,'98.68164063
'7,'Text 178 - Part of List 10,"'1 comms/liaison sqn with 2 Tu-134A, 5 Yak-40, Il-18 ac; 4 Mi-8 hel.",'217,'96.97265625
'7,'Text 179 - Part of List 10,"'3 hel regts with 165 Mi-1/-2, 5 Mi-4, 22 Mi-8, 5 Mi-24.",'218,'97.21679688
'7,'Text 180 - Part of List 10,"'300 trainers: TS-8, TS-11, MiG-15/-21UTI, Su-7U.",'219,'92.38281250
'7,'Text 181 - Part of List 10,"'AAM: AA-1 Alkali, AA-2 Atoll.",'220,'65.57617188
'7,'Text 182 - Part of List 10,"'3 AD divs:",'221,'49.60937500
'7,'Text 183 - Part of List 10,"'9 SAM regts, some 50 sites, 300 SA-2/-3.",'222,'82.51953125
'7,'Text 184,"'RESERVES (all services): 605,000.",'223,'51.66015625
'7,'Text 185,"'Para-Military Forces: 72,000. 16,000 border troops (Ministry of Interior): 12 bdes, some 34 coastguard patrol craft. 56,000 internal defence troops: tks, AFV, ATK guns. 350,000 Citizen's Militia, 'League for National Defence' (some 200,000 active).",'224,'94.92187500
'7,'Section header 12,"'ROMANIA",'225,'80.61523438
'7,'Text 186,"'Population: 22,310,000. Military service: Army and Air Force 16 months, Navy 2 years. Total regular forces: 184,500 (110,000 conscripts). Estimated GNP 1980: $104 bn. Defence expenditure 1981: 10.4 bn lei ($1.35 bn). $1 = 7.7 lei.",'226,'87.74414063
'7,'Text 187,"'Army: 140,000 (95,000 conscripts).",'227,'33.10546875
'7,'Text 188,"'3 Military Districts:",'228,'45.04394531
'7,'List 11,"",'229,'49.31640625
'7,'Text 189 - Part of List 11,"'2 tk divs.*",'230,'70.01953125
'7,'Text 190 - Part of List 11,"'8 motor rifle divs.*",'231,'75.00000000
'7,'Text 191 - Part of List 11,"'3 mountain bdes.",'232,'78.32031250
'7,'Text 192 - Part of List 11,"'2 arty bdes, 3 arty, 2 AA arty, 3 ATK regts.",'233,'69.43359375
'7,'Text 193 - Part of List 11,"'2 Scud SSM bdes.",'234,'71.14257813
'7,'Text 194 - Part of List 11,"'1 AB regt.",'235,'59.47265625
'7,'Text 195,"'200 T-34, 1,600 T-54/-55/-72, some M-77 med tks; 600 BRDM-1/-2 scout cars; 2,000 BTR-50/-60, TAB-70/-72 (BTR-60), OT-810 APC; 150 76mm, 50 85mm, 100mm and 130 SU-100 SP guns; 600 122mm, 150 152mm guns/how; 122mm, 150 130mm MRL; 30 FROG, 20 Scud SSM; 57mm ATK guns; 1,000 82mm, 200 120mm mor; 73mm, 260 76mm and 82mm RCL; 120 Sagger, Snapper ATGW; 400 30mm, 37mm, 250 57mm, 85mm, 100mm AA guns; SA-6/-7 SAM.",'236,'82.71484375
'7,'Text 196,"'Navy: 10,500 (5,000 conscripts). Black Sea Fleet, Danube Sqn, Coastal Defence. 25 FAC(T): 19 ex-Ch Huchwan hydrofoils, 6 ex-Sov P4<.",'237,'37.35351563
'7,'List 12,"",'238,'33.32519531
'7,'Text 197 - Part of List 12,"'3 Poti corvettes. 5 Osa FAC(M) with Styx SSM. 3 Kronshtadt large patrol craft. 19 ex-Ch Shanghai FAC(G/P/ASW).",'239,'33.32519531
'7,'List 13,"",'240,'27.17285156
'7,'Text 198 - Part of List 13,"'46 river patrol craft (monitor [gun vessel] build- ing).",'241,'74.02343750
'7,'Text 199 - Part of List 13,"'14 minesweepers (4 ex-GDR M-40 coastal, 10 ex- Sov T-301 inshore); 8 ex-Pol TR-40, 8 VD-141 minesweeping boats<.",'242,'76.26953125
'7,'Text 200 - Part of List 13,"'4 Mi-4 SAR hel.",'243,'63.72070313
'7,'Text 201 - Part of List 13,"'Coastal Defence (2,000): HQ Constanta, 4 sectors: 18 arty btys with some 108 130mm, 150mm, 152mm guns. Observer Post tps, naval engin- eers. Would get 2 regts of naval inf on mobi- lization.",'244,'81.54296875
'7,'Text 202 - Part of List 13,"'Bases: Mangalia, Constanta; Breila, Galati, Giurgiu, Sulina, Tulcea (Danube).",'245,'78.27148438
'7,'Text 203 - Part of List 13,"'Air Force: 34,000 (10,000 conscripts); 328 combat aircraft.",'246,'81.34765625
'7,'Text 204 - Part of List 13,"'2 air divs: 4 combat regts:",'247,'67.82226563
'7,'Text 205 - Part of List 13,"'6 FGA sqns with 70 MiG-17.",'248,'67.13867188
'7,'Text 206 - Part of List 13,"'12 interceptor sqns with 240 MiG-21F/PF/U/- 23.",'249,'86.42578125
'7,'Text 207 - Part of List 13,"'1 recce sqn with 18 II-28.",'250,'86.18164063
'7,'Text 208 - Part of List 13,"'1 tpt regt with 3 II-14, 4 II-18, 1 II-62, 10 An-24, 6 An-26, 5 Li-2, 1 Boeing 707.",'251,'91.89453125
'7,'Text 209 - Part of List 13,"'1 hel regt: 10 Mi-4, 25 Mi-8, 45 IAR-316B (Alouette III), 15 IAR-330 (Puma).",'252,'90.47851563
'7,'Text 210 - Part of List 13,"'Trg ac: 50 L-29, 50 MiG-15UTI.",'253,'70.01953125
'7,'Text 211 - Part of List 13,"'AAM: AA-2 Atoll.",'254,'53.02734375
'7,'Text 212 - Part of List 13,"'1 AD div with 108 SA-2 at some 18 SAM sites. (On order: 23 IAR-93 Orao).",'255,'88.03710938
'7,'Text 213,"'RESERVES (all services): 300,000.",'256,'81.15234375
'7,'Text 214,"'Para-Military Forces: 37,000: 17,000 border guards: 12 bdes. 20,000 Ministry of Defence security troops with AFV, ATK guns. Some 900,000 Patriotic Guard. 'Voluntary Sports Association'.",'257,'82.42187500
'8,'Page number 7,"'22",'258,'91.40625000
'8,'Title 5,"'THE NORTH ATLANTIC TREATY",'259,'77.09960938
'8,'Section header 13,"'Treaties",'260,'94.77539063
'8,'Text 215,"'The Brussels Treaty of 1948 commits its signatories - Belgium, Britain, France, Luxembourg and the Netherlands - to give one another 'all the military and other aid and assistance in their power' if one is the subject of 'armed aggression in Europe'. The Treaty's duration is 50 years.",'261,'96.92382813
'8,'Text 216,"'The North Atlantic Treaty was signed in 1949 by Belgium, Britain, Canada, Denmark, France, Iceland, Italy, Luxembourg, the Netherlands, Norway, Portugal and the United States; Greece and Turkey joined in 1952, and West Germany in 1955. The Treaty unites Western Europe and North America in a commitment to consult together if the security of any one member is threatened, and to consider an armed attack against one as an attack against all, to be met by such action as each of them deems necessary, 'including the use of armed force, to restore and maintain the security of the North Atlantic area'. The Paris Agreements of 1954 added a Protocol aimed at strengthening the NATO structure and revised the Brussels Treaty, to enable West Germany and Italy to join it. The Treaty had no date of termination. France withdrew from the military organization in 1966; Greece, which left in 1974, has now rejoined it. A 1969 amendment requires members to give one year's notice of their intention to with- draw from it.",'262,'97.90039063
'8,'Text 217,"'The US also maintains a number of important bilateral treaties with NATO and non-NATO European countries covering the stationing of US forces in Europe and the American use of bases and facilities. Iceland, Italy, Norway, Portugal and Turkey are among those which have such ties. Norway and the US reached agreement over pre-positioning military stores in January 1981. The US-Turkish Treaty was revised in 1980.",'263,'94.92187500
'8,'Section header 14,"'Organization",'264,'95.45898438
'8,'Text 218,"'The Organization of the Alliance is known as NATO. Its governing body is the North Atlantic Council, with its headquarters in Brussels, which consists of representatives from the fifteen member countries - usually the Foreign Ministers, who normally meet twice a year, and per- manent ambassadors representing each government, who meet at least weekly. The Council has a President, appointed annually from each member nation in alphabetical order. The Secretary General is a permanent appointment; he is Chairman of the Council. With the International Staff, he advises the Council and its Committees on political, military, financial, economic and scientific aspects of defence planning.",'265,'95.84960938
'8,'Text 219,"'The Council controls a number of specialist Committees. Their recommendations or decisions represent the collective views of the member governments. They include: Political Affairs, Defence Review, Armaments, Civil Emergency Planning, Pipelines, European Air Space, the Nuclear Affairs Defence Council (NADC; formed 1966, and comprising all mem- bers except France, Iceland and Luxembourg), and the Nuclear Planning Group (NPG; also formed 1966, and comprising all members except France and Iceland) which is responsible for the detailed work required as the basis for nuclear policy. The Council meets twice a year at the deputy minister level and more often at the ambassadorial and staff levels. Military policy is the responsibility of the Defence Planning Committee (DPC), composed of representatives of the member nations.",'266,'95.70312500
'8,'Text 220,"'The Eurogroup, an informal advisory body of the West European Alliance members (except France and Iceland), was set up in 1968. It has produced the European Defence Improvement Programme (EDIP, 1970) and the Independent European Programme Group (IEPG, 1976) and agreements on principles of co-operation in the fields of armaments (1972), training (1973), logistics (1975), battlefield communications and procurement. It meets frequently to discuss and to recommend improvements in European defences.",'267,'92.33398438
'8,'Text 221,"'The International Staff comprises the Offices of the Secretary General, of the Executive Secretary, of Security, of Management and of the Financial Controller, and five Divisions, each under an Assistant Secretary General. These are: Political Affairs; Defence Planning and Policy; Defence Support; Infrastructure, Logistics and Council Operations; and Scientific and",'268,'89.50195313
'9,'Header 8,"'NATO",'269,'71.87500000
'9,'Page number 8,"'23",'270,'87.35351563
'9,'Figure 3,"",'271,'93.35937500
'9,'Text 222,"'Environmental Affairs. Of these, Defence Planning and Policy, and Defence Support, are the most directly involved in defence matters. Planning and Policy provides analysis and planning in the fields of force structures, nuclear and civil emergencies. Defence Support deals with armaments research, development, production and procurement; air defence systems; and command, control and communications. Its particular responsibility is the NATO Air Defence Ground Environment System (NADGE).",'272,'92.23632813
'9,'Text 223,"'The highest military authority in the Alliance is the Military Committee, It comprises the Chiefs-of-Staff of all member countries except France, which maintains a liaison staff, and Ice- land, which has no military forces. The Chiefs appoint Military Representatives who are in permanent session at NATO HQ in Brussels. The Committee has a President, who changes annually and is provided by member countries in alphabetical order, and a Chairman, elected for a two- to three-year term, who is the Committee's representative on the Council. The Committee makes recommendations to the Council and Defence Planning Committee on military questions and advises Allied Commanders and subordinate military authorities. The Committee controls a number of agencies through the International Military Staff (IMS).",'273,'94.04296875
'9,'Text 224,"'The Treaty covers all member countries in Europe and North America, Turkey in Asia Minor, the islands under the jurisdiction of any member in the North Atlantic area north of",'274,'72.50976563
'10,'Page number 9,"'24",'275,'95.75195313
'10,'Header 9,"'NATO",'276,'94.58007813
'10,'List 14,"",'277,'42.82226563
'10,'Text 225 - Part of List 14,"'the Tropic of Cancer, and any Allied military presence in that area or in the Mediterranean. The area is divided among three Allied Commands: Europe, Atlantic and Channel, which are further subdivided. The accompanying tables show this division and the subordinate Commands. The defences of North America are developed by the joint Canada-US Planning Group. Strategic nuclear forces are outside NATO command, but Europe and Atlantic Com- mands participate in the US Joint Strategic Planning System. The Supreme Allied Command- er Europe (SACEUR) exercises planning control over a small number of US and all the British ballistic missile submarines. The Supreme Allied Commander Atlantic (SACLANT) has control over a larger US SSBN contingent.",'278,'97.85156250
'10,'Text 226 - Part of List 14,"'(I) ALLIED COMMAND EUROPE (ACE - European area, less Britain, France, Iceland and Portugal), with its HQ (Supreme Headquarters Allied Powers Europe, or SHAPE), prepares defence plans for the area and, in wartime, would control all land, sea and air operations including the air defence of Britain. Internal defence, including coastal waters, remains a national responsibility. National authorities maintain a representative at SHAPE.",'279,'84.86328125
'10,'Text 227 - Part of List 14,"'The European Command has some 6,000 tactical nuclear warheads in its area. The number of delivery vehicles (aircraft, missiles and howitzers) is over 3,000, spread among all countries excluding Luxembourg. The nuclear explosives, however, are maintained in American cus- tody, with the exceptions of certain British weapons and of French tactical nuclear weapons, which are only held in France. Norway and Denmark do not permit nuclear weapons on their soil in peacetime. There is a large number of low-yield weapons, but the average yield of bombs is about 100 kilotons and that of missile warheads 20 kilotons.",'280,'87.40234375
'10,'Text 228 - Part of List 14,"'About 66 division-equivalents are earmarked for assignment, or assigned, to SACEUR in peacetime. The Command also has some 3,400 tactical aircraft, based on about 200 standard NATO airfields, backed up by a system of jointly financed storage depots, fuel pipelines and signal communications. Most land and air forces stationed in the Command are assigned to SACEUR, while naval forces are normally earmarked. A 1978 decision to deploy an integrated force of early warning and control system (AWACS) aircraft has led to the formation of NATO Early Warning Command (NAEW Comd), and delivery of the aircraft, with which the British Nimrod AEW aircraft will be compatible, is beginning.",'281,'89.84375000
'10,'Text 229 - Part of List 14,"'The 2nd French Corps of three divisions (which is not integrated in NATO forces) is stationed in Germany under a status agreement reached between the French and German Governments. Co-operation with NATO forces and commands has been agreed between the commanders concerned.",'282,'89.40429688
'10,'Text 230 - Part of List 14,"'(a) Allied Forces Central Europe (AFCENT) has command of both the land forces and the air forces in the Central European Sector. These forces include 26 divisions, and about 2,200 tactical aircraft. Northern Army Group (NORTHAG), responsible for the sector north of the Gottingen-Liège axis, includes the Belgian, British and Dutch divisions and four German divisions and is supported by 2nd Allied Tactical Air Force (2 ATAF), composed of Belgian, British, Dutch and German units and one American brigade. American forces, seven German divisions and the Canadian brigade group are under Central Army Group (CENTAG), sup- ported by 4 ATAF, which includes American, German and Canadian units and an American Army Air Defense Command. Allied Air Forces, Central Europe (AAFCE) was set up in 1974 to provide centralized control of air forces in the sector.",'283,'94.04296875
'10,'Text 231 - Part of List 14,"'(b) Allied Forces Northern Europe (AFNORTH) is responsible for the defence of Denmark, Nor- way, Schleswig-Holstein and the Baltic approaches. Most of the Danish and Norwegian land, sea and tactical air forces are earmarked for it, and most of their active reserves assigned to it. Germany has assigned it one division, two combat air wings and her Baltic fleet. Apart from exercises and some small units, US naval forces do not normally operate in this area. Some Allied equipment is pre-positioned in Norway.",'284,'94.82421875
'10,'Text 232 - Part of List 14,"'(c) Allied Forces Southern Europe (AFSOUTH) is intended to deter aggression, to safeguard the sea lanes of communication in the Mediterranean and to defend the territorial integrity of Greece, Italy and Turkey. It is responsible for the air defence of the Southern Region in peace and war and for naval operations in the Mediterranean and Black Seas. The ground defence",'285,'94.14062500
'11,'Header 10,"'NATO",'286,'83.98437500
'11,'Page number 10,"'25",'287,'95.45898438
'11,'Text 233,"'system is based upon two separate commands: the Southern (LANDSOUTH), comprising Italy and its approaches, and South-eastern (LANDSOUTHEAST), covering Turkey. There is also an overall air command (AIRSOUTH), and there are two naval commands (NAVSOUTH and STRIKE- FORSOUTH) responsible to AFSOUTH. Ground forces include 22 division-equivalents from Turkey, 8 from Italy and 13 from Greece, as well as the tactical air forces of these countries. Other forces have been earmarked, as have the US Navy's Sixth Fleet and naval forces from Greece, Italy and Turkey.",'288,'96.92382813
'11,'Text 234,"'Maritime patrol aircraft from Southern Region nations and the United States operate in the Mediterranean, co-ordinated by Maritime Air Forces Mediterranean (MARAIRMED), a func- tional command of NAVSOUTH; French aircraft participate. Submarine Force Mediterranean (SUBMED), another functional command of NAVSOUTH, is responsible for the conduct of sub- marine operations throughout the Mediterranean.",'289,'91.79687500
'11,'Text 235,"'The Allied Naval On Call Force Mediterranean (NAVOCFORMED) consists of a ship from each of the allied powers concerned with the Southern Region, including the United Kingdom and the United States, and is normally activated twice each year for a month.",'290,'81.68945313
'11,'Text 236,"'(d) ACE Mobile Force (AMF), has been formed with particular reference to the northern and south-eastern flanks. Provided by seven countries, it comprises seven infantry battalion groups, an armoured reconnaissance squadron, six artillery batteries, helicopter detachments and ground-support fighter squadrons, but has no air transport of its own. The composition of the Force varies depending on the flank to which it is to be deployed. Approximately half of the forces listed are declared for each flank.",'291,'93.16406250
'11,'Title 6,"'ALLIED COMMAND EUROPE",'292,'36.84082031
'11,'Table 1,"",'293,'52.24609375
'11,'Text 237,"'(II) ALLIED COMMAND ATLANTIC (ACLANT) is responsible for the North Atlantic area from the North Pole to the Tropic of Cancer, including Portuguese coastal waters. In the event of war, its duties are to participate in the strategic strike and to protect sea communications. There are no forces assigned to the command in peacetime except Standing Naval Force",'294,'55.66406250
'12,'Page number 11,"'26",'295,'98.04687500
'12,'Header 11,"'NATO",'296,'69.18945313
'12,'Text 238,"'Atlantic (STANAVFORLANT), which normally consists, at any one time, of four destroyer-type ships. However, for training purposes and in the event of war, forces which are predominantly naval are earmarked for assignment by Britain, Canada, Denmark, Germany, the Netherlands, Portugal and the United States. There are six subordinate commands: Western Atlantic, Eastern Atlantic, Iberian Atlantic, Striking Fleet Atlantic, Submarine Command and STANAV- FORLANT. The nucleus of the Striking Fleet Atlantic has been provided by the United States Second Fleet with some five attack carrier groups; carrier-based aircraft share the nuclear strike role with missile-firing submarines.",'297,'99.16992188
'12,'Text 239,"'ALLIED COMMAND ATLANTIC",'298,'71.67968750
'12,'Table 2,"",'299,'95.16601563
'12,'Text 240,"'(III) ALLIED COMMAND CHANNEL (ACCHAN) has as its wartime role to exercise control of the English Channel and the southern North Sea. Many of the smaller warships of Belgium, Britain and the Netherlands are earmarked for this Command, as are some maritime aircraft. There are arrangements for co-operation with French naval forces. A Standing Naval Force, Channel (STANAVFORCHAN) was formed in 1973 to consist of mine counter-measure ships from Belgium, Germany, the Netherlands and Britain; other interested nations might partici- pate on a temporary basis. Its operational command is vested in CINCCHAN.",'300,'95.60546875
'12,'Text 241,"'ALLIED COMMAND CHANNEL",'301,'92.33398438
'12,'Text 242,"'Plymouth Channel Command (PLYMCHAN) HQ: Plymouth, UK Maritime Air PLYMCHAN",'302,'87.54882813
'12,'Text 243,"'Nore Channel Command (NORECHAN) HQ: Rosyth, UK Maritime Air NORECHAN",'303,'88.42773438
'12,'Text 244,"'Benelux Channel Command (BENCHAN) HQ: Walcheren, Netherlands",'304,'92.62695313
'12,'Text 245,"'Standing Naval Force Channel (Mine Counter-Measures) (STANAVFORCHAN) HQ: Afloat",'305,'95.45898438
'12,'Text 246,"'Allied Maritime Air Force Channel Command (COMMAIRCHAN) HQ: Northwood, UK",'306,'96.53320313
'12,'Section header 15,"'Commanders",'307,'78.51562500
'12,'Text 247,"'Unlike the Warsaw Pact, high command of NATO forces is not restricted to one nation. Senior commanders reflect the major contributing components of the force. SACEUR and SACLANT have always been American Officers, and the Commander-in-Chief Channel (CINCCHAN), one of the two Deputies to SACEUR and the Deputy SACLANT, British; the other Deputy to SACEUR is German. SACEUR is also Commander-in-Chief of the United States Forces in Europe (CINCUSEUR). AFCENT is commanded by a German general, AFNORTH by a British general and AFSOUTH by an American admiral, with LANDSOUTH and LANDSOUTHEAST under Italian and Turkish commanders respectively, and MARAIRMED and SUBMED under American rear- admirals.",'308,'97.36328125
'13,'Header 12,"'NATO",'309,'43.67675781
'13,'Page number 12,"'27",'310,'81.88476563
'13,'Section header 16,"'BELGIUM",'311,'33.15429688
'13,'Text 248,"'Population: 9,903,000. Military service: 8 or 10 months.* Total armed forces: 89,500 (3,400 women; 24,600 conscripts). Estimated GDP 1980: $114.84 bn. Defence expenditure 1981 (NATO and national definition): 121.76 bn francs ($3.56 bn). $1 = 34.2 francs (1981), 30.46 francs (1980).",'312,'33.71582031
'13,'Text 249,"'Army: 65,000 (incl Medical Service; 20,000 conscripts).",'313,'40.64941406
'13,'List 15,"",'314,'53.12500000
'13,'Text 250 - Part of List 15,"'1 corps HQ, 1 div HQ.",'315,'90.18554688
'13,'Text 251 - Part of List 15,"'1 armd bde.",'316,'88.28125000
'13,'Text 252 - Part of List 15,"'3 mech inf bdes.",'317,'95.11718750
'13,'Text 253 - Part of List 15,"'1 para-cdo regt.",'318,'95.11718750
'13,'Text 254 - Part of List 15,"'3 recce bns.",'319,'91.60156250
'13,'Text 255 - Part of List 15,"'2 mot inf bns.",'320,'94.58007813
'13,'Text 256 - Part of List 15,"'3 arty bns.",'321,'91.79687500
'13,'Text 257 - Part of List 15,"'1 SSM bn with 4 Lance.",'322,'87.40234375
'13,'Text 258 - Part of List 15,"'2 SAM bns with 36 HAWK.",'323,'87.50000000
'13,'Text 259 - Part of List 15,"'5 engr bns (3 fd, 1 bridge, 1 eqpt).",'324,'85.40039063
'13,'Text 260 - Part of List 15,"'4 aviation sqns.",'325,'81.34765625
'13,'Text 261,"'334 Leopard, 55 M-47 med, 133 Scorpion 1t tks; 153 Scimitar AFV; 1,123 APC (M-75, AMX- VCI, 266 Spartan); 21 105mm, 14 203mm how; 96 M-108 105mm, 26 M-44, 41 M-109 155mm, 10 M-110 203mm SP how; 5 Lance SSM; 80 JPK C-90 SP ATK guns; 180 Milan ATGW; 43 Striker AFV with Swingfire ATGW; 115 20mm, 55 Gepard 35mm SP AA guns; 60 HAWK SAM; 12 Islander ac, 68 Alouette II hel. (On order: 514 MICV, 525 M-113, 80 BDX APC; 240 Milan ATGW; Improved HAWK SAM.)",'326,'91.50390625
'13,'Text 262,"'Forces Abroad: Germany: 25,000; 1 corps HQ, 1 div HQ, 1 armd, 1 mech inf bdes, 1 HAWK bn.",'327,'73.19335938
'13,'Text 263,"'RESERVES: 133,000 (incl Medical Service), some on immediate recall status; 11,000 train every year, 1 mech, 1 mot inf bde train every three years.",'328,'85.69335938
'13,'Text 264,"'Navy: 4,400 (1,000 conscripts).",'329,'56.10351563
'13,'List 16,"",'330,'55.90820313
'13,'Text 265 - Part of List 16,"'4 E-71 frigates with 4 Exocet SSM, 8 Sea Sparrow SAM.",'331,'72.31445313
'13,'Text 266 - Part of List 16,"'7 ex-US Type 498 ocean minehunters.",'332,'51.36718750
'13,'Text 267 - Part of List 16,"'5 ex-US Type 60 coastal MCM (4 in reserve).",'333,'50.58593750
'13,'Text 268 - Part of List 16,"'14 Herstal inshore minesweepers.",'334,'55.90820313
'13,'Text 269 - Part of List 16,"'2 log support and comd ships (MCM).",'335,'75.00000000
'13,'Text 270 - Part of List 16,"'3 Alouette III hel.",'336,'78.66210938
'13,'Text 271,"'Bases: Kallo, Ostend, Zeebrugge.",'337,'63.23242188
'13,'Text 272,"'RESERVES: 4,500 (on immediate recall status).",'338,'67.82226563
'13,'Text 273,"'Air Force: 20,100 (3,600 conscripts); 144 combat aircraft.",'339,'66.11328125
'13,'List 17,"",'340,'71.38671875
'13,'Text 274 - Part of List 17,"'5 FGA sqns: 3 with 54 Mirage 5BA/D: 2 with 36 F/TF-104G (to be replaced by F-16A/B).",'341,'75.19531250
'13,'Text 275 - Part of List 17,"'2 AD sqns: 1 with 18 F-16A/B; 1 with 18",'342,'78.90625000
'13,'Text 276,"'F-104G/TF-104G (being replaced by F-16A/B). 1 recce sqn with 18 Mirage 5BR. 2 tpt sqns with 12 C-130H, 2 Boeing 727QC, 3 HS-748, 5 Merlin IIIA, 2 Falcon 20. 1 SAR hel sqn with 3 HSS-1, 5 Sea King. Trg and liaison sqns ac incl 32 SF-260MB, 23 Fouga CM-170. 2 sqns with 32 AlphaJet. AAM: Sidewinder. 8 SAM sqns with 72 Nike Hercules. (On order: some 98 F-16A fighters; Sidewinder AAM; 43 BDX (Timoney) APC.)",'343,'65.38085938
'13,'Text 277,"'Para-Military Forces: 16,000 Gendarmerie with 62 FN armd cars, 5 Alouette II, 3 Puma hel. (On order: 80 BDX (Timoney) APC.)",'344,'67.57812500
'13,'Section header 17,"'BRITAIN",'345,'62.50000000
'13,'Text 278,"'Population: 55,968,000. Military service: voluntary. Total armed forces: 343,646, incl 16,696 women and some 9,300 enlisted outside Britain. Estimated GDP 1980: $485.14 bn. Defence expenditure 1981-82: £12.275 bn ($27.77 bn); NATO definition $28.66 bn.t $1 = £0.442 (1981), £0.455 (1980).",'346,'91.89453125
'13,'Section header 18,"'Strategic Forces:",'347,'49.21875000
'13,'Text 279,"'SLBM: 4 Resolution-class SSBN, each with 16 Polaris A3 msls with 3 MRV (to be modified with Chevaline). Ballistic Missile Early Warning System (BMEWS) station at Fylingdales.",'348,'80.32226563
'13,'Text 280,"'Army: 176,248 (incl 6,546 women and 8,960 enlisted outside Britain, of which 7,100 are Gurkhas).",'349,'88.42773438
'13,'Text 281,"'1 corps, 4 armd, 1 arty div HQ.",'350,'85.74218750
'13,'Text 282,"'11 armd regts.",'351,'87.30468750
'13,'Text 283,"'8 armd recce regts.",'352,'89.06250000
'13,'Text 284,"'48 inf bns (incl 1 demonstration bn).",'353,'92.08984375
'13,'Text 285,"'5 Gurkha inf bns.",'354,'89.50195313
'13,'Text 286,"'3 para bns (1 in inf, 2 in para role).",'355,'92.91992188
'13,'Text 287,"'1 special air service (SAS) regt.",'356,'91.60156250
'13,'Text 288,"'I msl regt with Lance SSM.",'357,'90.42968750
'13,'Text 289,"'3 AD regts with Rapier SAM.",'358,'90.28320313
'13,'Text 290,"'18 arty regts (1 hy, 13 fd, 1 GW, 1 cdo, 1 ATK, 1 locating).",'359,'93.21289063
'13,'Text 291,"'11 engr regts (incl 4 armd div, 1 amph, 1 Gurkha). 6 army aviation regts.",'360,'67.38281250
'13,'Text 292,"'AFV: 900 Chieftain med (60 in reserve), 271 FV101 Scorpion 1t tks; 243 FV601 Saladin armd cars; 290 FV107 Scimitar, 1,429 Ferret, 200 Fox recce; 2,338 FV432, 600 FV603 Sara- cen, 60 FV103 Spartan APC.",'361,'83.69140625
'13,'Text 293,"'* Conscripts serve 8 months if posted to Germany, 10 months if serving in Belgium. t NATO budget content is standardized and differs from national.",'362,'73.73046875
'14,'Page number 13,"'28",'363,'95.01953125
'14,'Header 13,"'NATO",'364,'54.98046875
'14,'Text 294,"'Arty: 100 105mm pack how and 1t guns; 93 FH-70 155mm how, FV433 Abbot 105mm, 50 M-109 155mm, 31 M-107 175mm, 16 M-110 203mm SP guns/how; 12 Lance SSM.",'365,'91.94335938
'14,'Text 295,"'ATK: Carl Gustav 84mm, 120mm RCL; Milan, Swingfire ATGW; FV102 Striker, 178 FV438/FV712 AFV with Swingfire ATGW.",'366,'86.52343750
'14,'Text 296,"'AD: Blowpipe, 108 Rapier/Blindfire SAM. Air: 100 Scout, 7 Alouette II, 20 Sioux, 158 Gazelle, 30 Lynx hel.",'367,'80.76171875
'14,'Text 297,"'14 landing craft (2 tk, 12 med).",'368,'46.58203125
'14,'Text 298,"'(On order: 240 Challenger med tks; 1,900 MCV-80 MICV; 102 FH-70 155mm how, 69 M-109A2 SP how; LAW RL; Milan, TOW ATGW; 48 Blowpipe SAM; 25 Gazelle, 98 Lynx hel).",'369,'91.94335938
'14,'Section header 19,"'DEPLOYMENT (see also Forces Abroad, below):",'370,'31.37207031
'14,'Text 299,"'United Kingdom Land Forces (UKLF): United Kingdom Mobile Force (UKMF) - 6th Field Force with 5 (3 regular, 2 TA) inf bns and log spt gp; 7th Field Force with 3 regular, 2 TA units; 8th Field Force (3 regular, 2 TA bns for Home Defence); 1 bn gp (for ACE Mobile Force (Land)), 1 SAS regt (part), 1 Gurkha inf bn. HQ Northern Ireland: 9,128; 3 inf bde HQ, 1 armd recce regt, variable number of major units in inf role,* 1 SAS, 3 engr sqns, 2 army aviation sqns.",'371,'35.79101563
'14,'Text 300,"'RESERVES: 137,000 Regular Reserves. 69,500 Territorial Army (TA): 2 armd recce regts, 38 inf bns, 2 SAS, 3 fd, 3 It AD, 7 engr regts. 7,500 Ulster Defence Regiment (11 bns).",'372,'62.35351563
'14,'Text 301,"'Navy: 74,687 (incl Fleet Air Arm, Royal Mar- lines, 4,065 women and 330 enlisted outside Britain); 62 major surface combat vessels. Submarines, attack: 28.",'373,'65.67382813
'14,'List 18,"",'374,'57.95898438
'14,'Text 302 - Part of List 18,"'12 nuclear (6 Swiftsure, 3 Churchill, 2 Valiant, 1 Dreadnought), 16 diesel (13 Oberon, 3 Por- poise).",'375,'78.85742188
'14,'Text 303 - Part of List 18,"'Surface Ships:",'376,'68.16406250
