'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'6,'Section header 43,"'GIBRALTAR",'243,'53.61328125
'6,'Text 179,"'Army 300 (incl 175 pers of Gibraltar regt)",'244,'89.69726563
'6,'Text 180,"'NETHERLANDS Air Force 90",'245,'60.93750000
'6,'Text 181,"'OMAN Army 30 Royal Navy 20 Air Force 30: 1 Sentinel; 1 Tristar tkr",'246,'89.01367188
'6,'Section header 44,"'PERSIAN GULF",'247,'42.06542969
'6,'Text 182,"'Combined Maritime Forces CTF-152: 1 DDHM; 2 MCO; 2 MHC",'248,'50.97656250
'6,'Text 183,"'QATAR Air Force 4 C-130J",'249,'51.85546875
'6,'Text 184,"'SERBIA",'250,'48.73046875
'6,'Text 185,"'NATO KFOR 1",'251,'70.26367188
'6,'Text 186,"'SIERRA LEONE",'252,'56.10351563
'6,'Text 187,"'IMATT 21",'253,'55.81054688
'6,'Text 188,"'SOUTH SUDAN",'254,'50.97656250
'6,'Text 189,"'UN UNMISS 3; 1 obs",'255,'86.08398438
'6,'Text 190,"'UGANDA",'256,'51.66015625
'6,'Text 191,"'EU EUTM 3",'257,'74.21875000
'6,'Text 192,"'UNITED STATES",'258,'38.50097656
'6,'Text 193,"'Army/Royal Navy/Air Force 4400",'259,'88.62304688
'6,'Section header 45,"'FOREIGN FORCES",'260,'50.68359375
'6,'Text 194,"'United States",'261,'36.66992188
'6,'Text 195,"'US European Command: 9,300; 1 ftr wg at RAF Lakenheath with (1 ftr sqn with 24 F-15C/D Eagle, 2 ftr sqn with 23 F-15E Strike Eagle); 1 ISR sqn at RAF Mildenhall with OC- 135/RC-135; 1 tkr wg at RAF Mildenhall with 15 KC-135R Stratotanker; 1 Special Ops gp at RAF Mildenhall with 5 MC-130H Combat Talon II; 5 MC-130P Combat Shadow; 1 C-130E Hercules US Strategic Command: 1 Ballistic Missile Early Warning System (BMEWS) at Fylingdales Moor; 1 Spacetrack radar at Fylingdales Moor",'262,'39.13574219
